NOM_COM,INSEE_COM,POPULATION,surface,r,distance_interne,x,y
Valleroy-le-Sec,88490,173,5.959,0.777,0.704,921,6791
Falletans,39220,391,24.813,1.586,1.436,896,6665
Couchey,21200,1138,12.694,1.134,1.027,853,6684
Pluvet,21487,416,6.455,0.809,0.732,873,6680
Molay,39338,502,6.392,0.805,0.729,886,6659
Fauverney,21261,670,8.686,0.938,0.849,862,6689
Recanoz,39454,90,3.074,0.558,0.505,892,6636
Conliège,39164,673,6.087,0.785,0.711,899,6619
Noidan,21457,75,7.922,0.896,0.811,809,6696
Petit-Noir,39415,1112,21.070,1.461,1.323,877,6655
Créancey,21210,519,16.836,1.306,1.182,818,6683
Blanzy,71040,6247,40.211,2.018,1.827,803,6627
Malange,39308,323,8.482,0.927,0.839,896,6681
Tichey,21637,211,6.896,0.836,0.757,873,6658
Le Perréon,69151,1566,14.519,1.213,1.098,822,6555
Oslon,71333,1235,4.803,0.698,0.632,850,6631
Saint-Philibert,21565,440,4.694,0.690,0.625,853,6680
Chemin,39138,343,9.275,0.969,0.877,878,6658
Sioniac,19260,229,10.658,1.039,0.941,605,6429
Grosbois-en-Montagne,21310,102,14.052,1.193,1.080,819,6691
Aloxe-Corton,21010,133,2.614,0.515,0.466,840,6664
Trenal,39537,461,9.595,0.986,0.893,887,6619
Flagy,71199,167,8.427,0.924,0.837,827,6600
Chapaize,71087,152,13.774,1.181,1.069,835,6607
Roynac,26287,484,17.406,1.328,1.202,853,6394
Sainte-Sabine,21570,184,8.522,0.929,0.841,823,6676
Le Bodéo,22009,162,10.265,1.020,0.924,264,6820
Bray,71057,127,9.981,1.006,0.911,833,6602
Charnay-lès-Chalon,71104,184,9.201,0.966,0.875,860,6652
Grièges,1179,1881,14.788,1.224,1.108,840,6576
Chalon-sur-Saône,71076,45446,15.240,1.243,1.125,842,6631
Blaisy-Bas,21080,685,13.313,1.161,1.051,829,6700
Bétaille,46028,976,13.932,1.188,1.076,599,6431
Gintrac,46122,105,6.772,0.828,0.750,601,6419
Bain-de-Bretagne,35012,7243,66.039,2.587,2.342,345,6760
Bio,46030,353,10.805,1.046,0.947,606,6411
Saint-Armel,35250,1869,7.899,0.895,0.810,358,6780
Louvigné-de-Bais,35161,1904,15.724,1.262,1.143,376,6779
Val-d'Izé,35347,2586,45.715,2.152,1.948,383,6795
Bourg-des-Comptes,35033,3244,23.421,1.540,1.394,351,6768
Moussé,35199,330,3.449,0.591,0.535,379,6765
Les Salles-de-Castillon,33499,378,11.216,1.066,0.965,465,6430
Chelun,35077,348,11.510,1.080,0.978,385,6759
Lesneven,29124,7301,10.199,1.017,0.921,160,6856
Rennes,35238,216268,50.368,2.259,2.045,354,6786
Pléchâtel,35221,2749,36.257,1.917,1.736,352,6763
Saint-Malo-de-Phily,35289,1089,18.833,1.381,1.250,343,6765
Drouges,35102,524,11.697,1.089,0.986,379,6764
La Bouëxière,35031,4400,49.787,2.246,2.034,375,6794
Chavagne,35076,3909,12.560,1.128,1.021,343,6786
Moulins,35198,717,15.402,1.249,1.131,373,6779
Le Sel-de-Bretagne,35322,1097,8.554,0.931,0.843,355,6763
Janzé,35136,8287,41.668,2.055,1.861,360,6768
Bourgbarré,35032,3986,14.811,1.225,1.109,356,6778
Brie,35041,935,13.710,1.179,1.067,358,6770
Marpiré,35166,1065,11.309,1.070,0.969,374,6792
Vergéal,35350,804,11.191,1.065,0.964,385,6781
Tresbœuf,35343,1265,25.745,1.615,1.462,360,6761
Châteaugiron,35069,9798,23.735,1.551,1.404,366,6780
Champeaux,35052,499,10.387,1.026,0.929,380,6789
Étrelles,35109,2534,27.939,1.683,1.524,385,6785
Bais,35014,2407,35.222,1.889,1.710,380,6781
Saint-Jacques-de-la-Lande,35281,12917,12.355,1.119,1.013,346,6785
Forges-la-Forêt,35114,268,6.133,0.788,0.713,381,6758
Crevin,35090,2767,8.469,0.926,0.838,351,6768
Pollionnay,69154,2512,15.744,1.263,1.144,832,6519
Thourie,35335,786,24.641,1.580,1.431,363,6758
Cesson-Sévigné,35051,17371,32.169,1.805,1.634,361,6787
Torcé,35338,1185,14.303,1.204,1.090,381,6780
Landavran,35141,689,5.211,0.727,0.658,380,6792
Girefontaine,70269,38,3.613,0.605,0.548,936,6761
Arbrissel,35005,303,4.635,0.685,0.620,380,6768
Rannée,35235,1102,52.520,2.307,2.089,381,6767
Visseiche,35359,812,16.290,1.285,1.163,380,6774
Saint-Grégoire,35278,9521,17.515,1.332,1.206,351,6797
Orgères,35208,4494,16.784,1.304,1.181,353,6773
Saulnières,35321,754,10.603,1.036,0.938,360,6768
Noyal-Châtillon-sur-Seiche,35206,6915,26.488,1.638,1.483,350,6786
La Chapelle-des-Fougeretz,35059,4800,8.739,0.941,0.852,348,6796
L'Hermitage,35131,4321,6.941,0.839,0.760,341,6793
Brécé,35039,2112,7.245,0.857,0.776,368,6787
La Guerche-de-Bretagne,35125,4262,11.692,1.088,0.985,380,6769
Le Petit-Fougeray,35218,899,9.100,0.960,0.869,358,6769
Saint-Didier,35264,2026,14.199,1.199,1.086,378,6788
Sainte-Colombe,35262,342,7.760,0.887,0.803,367,6766
Retiers,35239,4313,42.140,2.066,1.871,374,6768
Boistrudan,35028,699,12.930,1.145,1.037,375,6774
Vezin-le-Coquet,35353,5650,7.922,0.896,0.811,347,6788
Pont-Péan,35363,4225,8.795,0.944,0.855,348,6778
Liffré,35152,7524,66.710,2.600,2.354,357,6797
Trignac,44210,7871,14.276,1.203,1.089,305,6703
Nivillac,56147,4551,55.832,2.378,2.153,309,6725
Saint-Gorgon,56216,386,5.755,0.764,0.692,306,6739
Sainte-Reine-de-Bretagne,44189,2353,19.652,1.411,1.278,312,6716
Saint-Nicolas-du-Tertre,56230,467,13.183,1.156,1.047,308,6758
Saint-Malo-de-Guersac,44176,3175,15.384,1.248,1.130,307,6706
Saint-Jean-sur-Veyle,1365,1122,11.308,1.070,0.969,850,6574
Allaire,56001,3841,42.447,2.074,1.878,310,6734
Malansac,56123,2184,36.359,1.919,1.737,301,6749
La Chapelle-des-Marais,44030,4109,17.954,1.349,1.221,307,6718
Saint-Dolay,56212,2465,48.853,2.225,2.015,313,6726
Montoir-de-Bretagne,44103,7079,35.688,1.902,1.722,313,6701
Saint-Joachim,44168,3983,86.410,2.959,2.679,299,6708
Peillac,56154,1860,24.538,1.577,1.428,312,6745
Herbignac,44072,6719,71.548,2.692,2.437,302,6726
Gazaupouy,32143,308,21.172,1.465,1.326,500,6328
Saint-Congard,56211,739,21.798,1.486,1.345,302,6750
Végennes,19280,176,10.044,1.009,0.914,601,6433
Sulignat,1412,577,10.771,1.045,0.946,849,6567
Le Chastang,19048,371,7.948,0.897,0.812,602,6452
Tudeils,19271,245,9.489,0.981,0.888,602,6439
Francheleins,1165,1574,13.667,1.177,1.066,840,6555
Illiat,1188,615,20.412,1.438,1.302,849,6567
Saint-Amour-Bellevue,71385,548,5.187,0.725,0.656,832,6573
Neuville,19149,190,14.191,1.199,1.086,606,6448
Ménoire,19132,112,6.450,0.808,0.732,605,6445
