NOM_COM,INSEE_COM,POPULATION,surface,r,distance_interne,x,y
Souancé-au-Perche,28378,537,19.017,1.388,1.257,537,6801
La Ville-aux-Clercs,41275,1286,26.776,1.647,1.491,554,6761
La Fontenelle,41089,195,20.053,1.425,1.290,550,6777
Avesnes-en-Saosnois,72018,89,5.736,0.762,0.690,506,6799
Saint-Priest,7288,1198,19.817,1.417,1.283,820,6401
Brette-les-Pins,72047,2148,14.623,1.217,1.102,498,6762
Saint-Aignan,72265,263,15.172,1.240,1.123,504,6797
Champagné,72054,3857,13.982,1.190,1.077,499,6771
Veulettes-sur-Mer,76736,277,4.791,0.697,0.631,525,6973
Le Mesnil-Durdent,76428,18,1.327,0.367,0.332,540,6972
Vittefleur,76748,656,8.182,0.910,0.824,531,6969
Le Faulq,14261,345,4.502,0.675,0.611,505,6906
Le Bourg-Dun,76133,426,14.727,1.222,1.106,550,6979
Pleine-Sève,76504,138,4.059,0.641,0.580,537,6971
Longueil,76395,565,11.684,1.088,0.985,554,6979
Veules-les-Roses,76735,602,5.195,0.726,0.657,540,6975
Héberville,76353,112,3.987,0.636,0.576,541,6968
Malleville-les-Grès,76403,165,3.057,0.557,0.504,527,6974
Saint-Pierre-le-Vieux,76641,192,6.941,0.839,0.760,550,6973
La Gaillarde,76294,388,7.859,0.892,0.808,550,6973
Néville,76467,1295,9.217,0.966,0.875,533,6971
Paluel,76493,445,11.041,1.058,0.958,531,6973
Sainte-Marguerite-sur-Mer,76605,483,5.683,0.759,0.687,552,6980
Lammerville,76380,345,8.824,0.946,0.857,554,6970
Saint-Pierre-le-Viger,76642,254,5.475,0.745,0.675,548,6972
Sasseville,76664,272,6.310,0.800,0.724,536,6968
Quiberville,76515,550,3.383,0.585,0.530,550,6979
Lyas,7146,599,8.146,0.908,0.822,824,6406
Clasville,76176,319,3.174,0.567,0.513,528,6968
Sainte-Colombe,76569,213,5.813,0.767,0.694,540,6968
Sassetot-le-Mauconduit,76663,1098,8.812,0.945,0.856,521,6968
Vinnemerville,76746,214,4.268,0.658,0.596,525,6970
Sainte-Hélène-Bondeville,76587,702,6.936,0.838,0.759,515,6966
Saint-Martin-aux-Buneaux,76613,662,8.262,0.915,0.828,525,6975
Criquetot-le-Mauconduit,76195,174,4.157,0.649,0.588,525,6970
Senneville-sur-Fécamp,76670,866,4.968,0.709,0.642,515,6967
Saint-Pierre-en-Port,76637,830,3.916,0.630,0.570,519,6969
Saint-Michel-de-Boulogne,7277,159,7.474,0.870,0.788,814,6399
Dancourt,76211,228,18.349,1.364,1.235,597,6980
Rocquefort,76531,311,5.361,0.737,0.667,533,6956
Embreville,80265,562,5.332,0.735,0.665,596,6992
Tilloy-Floriville,80760,395,8.083,0.905,0.819,602,6990
Saint-Riquier-en-Rivière,76645,153,9.995,1.006,0.911,594,6975
Dargnies,80235,1270,3.749,0.616,0.558,594,6995
Longroy,76394,636,5.345,0.736,0.666,597,6988
Verthemex,73313,215,9.277,0.970,0.878,919,6509
Callengeville,76122,515,17.206,1.320,1.195,594,6975
Monchaux-Soreng,76441,655,10.141,1.014,0.918,596,6987
Nibas,80597,852,12.542,1.127,1.020,599,7004
Le Troncq,27663,175,4.657,0.687,0.622,546,6901
Beauchamps,80063,999,7.300,0.860,0.779,594,6990
Rieux,76528,654,7.011,0.843,0.763,598,6979
Feuquières-en-Vimeu,80308,2580,7.970,0.899,0.814,601,6998
Maisnières,80500,513,12.737,1.136,1.029,603,6993
Millebosc,76438,250,7.923,0.896,0.811,594,6989
Villers-sous-Foucarmont,76744,195,7.064,0.846,0.766,598,6971
Canehan,76155,357,6.217,0.794,0.719,579,6988
Fallencourt,76257,194,12.118,1.108,1.003,594,6973
Guerville,76333,477,12.457,1.123,1.017,594,6982
Saint-Vaast-d'Équiqueville,76652,743,13.842,1.184,1.072,574,6972
Preuseville,76511,128,9.148,0.963,0.872,594,6976
Touffreville-sur-Eu,76703,208,5.737,0.762,0.690,581,6990
Grandcourt,76320,349,22.541,1.511,1.368,592,6984
Béthencourt-sur-Mer,80096,971,2.967,0.548,0.496,593,6997
Osmoy-Saint-Valery,76487,334,16.237,1.283,1.162,575,6966
Sept-Meules,76671,189,8.265,0.915,0.828,587,6983
Oust-Marest,80613,629,5.883,0.772,0.699,590,6997
Bouvaincourt-sur-Bresle,80127,852,6.817,0.831,0.752,591,6993
Creysseilles,7074,142,10.258,1.019,0.923,821,6411
Wanchy-Capval,76749,359,19.385,1.401,1.268,580,6973
Baromesnil,76058,233,8.049,0.903,0.818,584,6988
Le Tréport,76711,4895,6.766,0.828,0.750,585,6995
Notre-Dame-d'Aliermont,76472,770,13.189,1.156,1.047,580,6973
Saint-Ours,63381,1689,55.798,2.378,2.153,695,6522
Ricarville-du-Val,76526,169,5.672,0.758,0.686,575,6966
Sainte-Agathe-d'Aliermont,76553,314,7.933,0.897,0.812,579,6970
Londinières,76392,1271,18.743,1.378,1.248,582,6971
Biederthal,68035,316,4.143,0.648,0.587,1033,6718
Envermeu,76235,2106,14.444,1.210,1.096,578,6978
Bruyères-et-Montbérault,2128,1534,11.588,1.084,0.981,749,6932
Eu,76255,6995,17.898,1.347,1.220,587,6998
Baillolet,76053,108,8.737,0.941,0.852,586,6965
Saint-Rémy-Boscrocourt,76644,803,8.393,0.922,0.835,583,6992
Saint-Martin-le-Gaillard,76619,297,17.711,1.340,1.213,582,6983
Mers-les-Bains,80533,2820,5.453,0.743,0.673,586,6997
Incheville,76374,1255,7.849,0.892,0.808,594,6990
Smermesnil,76677,405,12.773,1.138,1.030,590,6971
Petit-Couronne,76497,8684,12.778,1.138,1.030,556,6924
Saint-Quentin-la-Motte-Croix-au-Bailly,80714,1291,6.600,0.818,0.741,592,6998
Fesques,76262,122,8.847,0.947,0.857,592,6967
Le Quartier,63293,213,23.461,1.542,1.396,681,6561
Ponts-et-Marais,76507,785,5.915,0.774,0.701,590,6997
Douvrend,76220,523,18.011,1.351,1.223,582,6977
Elbeuf,76231,16503,16.330,1.286,1.164,551,6911
Clais,76175,258,12.530,1.127,1.020,589,6967
Saint-Julien-la-Geneste,63369,122,12.110,1.108,1.003,682,6547
Bailly-en-Rivière,76054,526,20.395,1.438,1.302,581,6983
Bailleul-Neuville,76052,212,13.169,1.155,1.046,586,6967
Saint-Rémy-de-Blot,63391,230,15.325,1.246,1.128,694,6552
Croixdalle,76202,296,11.181,1.064,0.963,581,6967
Saint-Laurent-du-Pape,7261,1572,20.470,1.440,1.304,839,6418
Beautot,76066,140,3.504,0.596,0.540,557,6951
Vraiville,27700,655,6.638,0.820,0.742,559,6903
Sainte-Austreberthe,76566,617,6.142,0.789,0.714,556,6946
Sierville,76675,1026,15.799,1.265,1.145,556,6946
Biville-la-Baignarde,76096,654,6.937,0.838,0.759,560,6962
Eslettes,76245,1555,5.055,0.716,0.648,559,6942
Pissy-Pôville,76503,1254,11.308,1.070,0.969,554,6941
Saint-Martin-de-Boscherville,76614,1514,12.587,1.129,1.022,550,6930
Cideville,76174,362,5.105,0.719,0.651,548,6946
Saint-Jean-du-Cardonnay,76594,1388,7.511,0.872,0.790,555,6937
Bardouville,76056,644,8.469,0.926,0.838,550,6928
Mesnil-Panneville,76433,710,11.898,1.098,0.994,546,6949
Villers-Écalles,76743,1773,7.412,0.867,0.785,548,6940
Saâne-Saint-Just,76549,159,6.954,0.839,0.760,549,6962
Beauval-en-Caux,76063,490,15.286,1.245,1.127,559,6964
Le Bocasse,76105,673,8.625,0.935,0.847,559,6948
Montigny,76446,1195,7.897,0.895,0.810,556,6931
Jumièges,76378,1738,19.097,1.391,1.259,543,6924
Criquebeuf-la-Campagne,27187,304,7.789,0.888,0.804,554,6904
Lamberville,76379,189,7.234,0.856,0.775,555,6964
Saint-Ouen-le-Mauger,76629,313,6.138,0.789,0.714,555,6964
Varneville-Bretteville,76721,319,9.232,0.967,0.876,561,6951
Biville-la-Rivière,76097,105,2.244,0.477,0.432,551,6966
La Haye-Malherbe,27322,1409,9.975,1.005,0.910,559,6904
Saint-Didier-des-Bois,27534,885,5.887,0.772,0.699,555,6905
Ectot-l'Auber,76227,671,5.026,0.714,0.646,550,6954
Butot,76149,283,5.519,0.748,0.677,559,6948
Sassetot-le-Malgardé,76662,119,2.575,0.511,0.463,547,6965
Bouville,76135,979,12.540,1.127,1.020,548,6940
Goupillières,76311,417,4.122,0.646,0.585,555,6945
Saint-Pierre-des-Fleurs,27593,1536,2.827,0.535,0.484,551,6907
Saint-Cyr-la-Campagne,27529,425,2.916,0.544,0.493,554,6907
Saussay,76668,381,5.219,0.727,0.658,552,6951
Grand-Couronne,76319,9676,16.921,1.309,1.185,553,6919
Hugleville-en-Caux,76370,430,9.519,0.982,0.889,554,6947
Le Bec-Thomas,27053,220,1.404,0.377,0.341,551,6906
Notre-Dame-de-Bondeville,76474,7078,6.385,0.804,0.728,558,6933
Saint-Pierre-Bénouville,76632,374,8.377,0.921,0.834,555,6964
Le Grand-Quevilly,76322,25897,10.990,1.055,0.955,557,6928
Messanges,40181,965,34.161,1.860,1.684,353,6313
Fresquiennes,76287,989,13.440,1.167,1.057,559,6943
Saint-Vaast-du-Val,76654,472,5.991,0.779,0.705,557,6954
Cléon,76178,5046,6.521,0.813,0.736,556,6915
Saint-Ouen-du-Breuil,76628,778,6.287,0.798,0.723,555,6951
Le Houlme,76366,4067,2.973,0.549,0.497,558,6937
Gueutteville,76335,85,3.009,0.552,0.500,557,6951
La Vaupalière,76728,1001,8.011,0.901,0.816,556,6931
Saint-Pierre-de-Varengeville,76636,2335,13.132,1.153,1.044,551,6938
Hénouville,76354,1275,10.758,1.044,0.945,549,6933
Le Thuit de l'Oison,27638,3567,15.705,1.261,1.142,548,6907
Canville-les-Deux-Églises,76158,326,5.832,0.769,0.696,545,6967
Roumare,76541,1410,9.993,1.006,0.911,552,6934
Saint-Ouen-du-Tilleul,27582,1629,4.035,0.639,0.579,552,6912
Caudebec-lès-Elbeuf,76165,10558,3.662,0.609,0.551,557,6910
Martot,27394,575,8.423,0.924,0.837,558,6913
Orival,76486,927,9.573,0.985,0.892,557,6916
Saint-Ouen-de-Pontcheuil,27579,97,1.133,0.339,0.307,551,6907
Déville-lès-Rouen,76216,10345,3.163,0.566,0.512,559,6930
La Fontelaye,76274,32,3.976,0.635,0.575,551,6955
Canteleu,76157,14561,17.642,1.337,1.211,554,6926
Saint-Pierre-lès-Elbeuf,76640,8226,6.377,0.804,0.728,558,6913
Ancretiéville-Saint-Victor,76010,389,11.662,1.087,0.984,553,6955
Cuzorn,47077,850,23.544,1.545,1.399,536,6382
Barentin,76057,12061,12.729,1.136,1.029,552,6938
Anneville-Ambourville,76020,1197,20.536,1.442,1.306,550,6931
Vatteville-la-Rue,76727,1137,49.156,2.232,2.021,534,6926
Moulineaux,76457,950,3.498,0.595,0.539,551,6919
Val-de-Saâne,76018,1489,13.700,1.178,1.067,553,6955
Imbleville,76373,314,5.243,0.729,0.660,550,6958
Fécamp,76259,18900,15.040,1.234,1.117,511,6961
Oissel,76484,11647,22.183,1.499,1.357,556,6916
Maromme,76410,10942,4.132,0.647,0.586,557,6934
Routes,76542,267,4.425,0.670,0.607,538,6962
Émanville,76234,704,6.413,0.806,0.730,552,6951
La Celle,3047,414,31.467,1.786,1.617,686,6572
Colleville,76183,757,7.404,0.866,0.784,518,6963
Bolbec,76114,11449,12.306,1.117,1.011,518,6943
Grémonville,76325,428,8.304,0.917,0.830,543,6956
Normanville,76470,675,9.288,0.970,0.878,527,6957
Saint-Nicolas-de-la-Haie,76626,410,3.172,0.567,0.513,526,6943
Envronville,76236,338,6.227,0.794,0.719,532,6952
Doudeville,76219,2501,14.548,1.214,1.099,542,6960
Bertreville,76084,118,3.249,0.574,0.520,525,6965
Grainville-la-Teinturière,76315,1075,18.510,1.369,1.240,532,6965
Sainte-Hélène,33417,2767,128.998,3.615,3.273,390,6430
Sainte-Marie-des-Champs,76610,1594,4.110,0.645,0.584,541,6948
Gonfreville-Caillot,76304,353,4.211,0.653,0.591,514,6952
Blacqueville,76099,693,9.966,1.005,0.910,541,6940
Terres-de-Caux,76258,4109,38.297,1.970,1.784,524,6952
Lintot,76388,437,8.059,0.904,0.818,524,6941
Mentheville,76425,299,3.112,0.562,0.509,512,6958
Beuzeville-la-Grenier,76090,1193,6.253,0.796,0.721,511,6948
Robertot,76530,210,2.474,0.501,0.454,534,6961
Le Hanouard,76339,252,4.296,0.660,0.598,530,6959
Harcanville,76340,508,7.636,0.880,0.797,541,6957
Croix-Mare,76203,802,8.704,0.939,0.850,541,6946
Écretteville-lès-Baons,76225,386,9.382,0.975,0.883,530,6949
Trémauville,76710,108,2.777,0.530,0.480,520,6954
Ypreville-Biville,76755,578,10.243,1.019,0.923,520,6956
Ectot-lès-Baons,76228,394,5.039,0.715,0.647,541,6952
Thérouldeville,76685,665,4.614,0.684,0.619,522,6966
La Trinité-du-Mont,76712,798,2.073,0.458,0.415,523,6942
Rouville,76543,628,9.696,0.991,0.897,519,6954
Houquetot,76368,361,4.103,0.645,0.584,513,6948
Tourville-les-Ifs,76706,570,8.460,0.926,0.838,514,6959
Bénarville,76076,262,4.431,0.670,0.607,520,6956
Baons-le-Comte,76055,355,5.382,0.738,0.668,536,6952
Thiergeville,76688,412,9.267,0.969,0.877,519,6960
Vattetot-sous-Beaumont,76725,581,6.961,0.840,0.761,516,6949
Toussaint,76708,726,4.483,0.674,0.610,514,6962
Prétot-Vicquemare,76510,213,4.784,0.696,0.630,545,6960
Trouville,76715,638,10.556,1.034,0.936,528,6946
Daubeuf-Serville,76213,384,7.787,0.888,0.804,520,6959
Héricourt-en-Caux,76355,964,10.822,1.047,0.948,535,6956
Reuville,76524,126,4.429,0.670,0.607,545,6964
Bolleville,76115,590,9.870,1.000,0.905,525,6948
Gonzeville,76309,110,4.879,0.703,0.637,541,6963
Nointot,76468,1340,6.073,0.784,0.710,516,6949
Valmont,76719,841,5.539,0.749,0.678,521,6962
Yvetot,76758,11888,7.479,0.871,0.789,537,6951
Saint-Vaast-Dieppedalle,76653,363,12.306,1.117,1.011,538,6963
Theuville-aux-Maillots,76686,550,7.283,0.859,0.778,524,6966
Hautot-le-Vatois,76347,343,6.102,0.786,0.712,535,6953
Étoutteville,76253,801,11.727,1.090,0.987,539,6957
Porte-de-Seine,27471,208,6.676,0.822,0.744,573,6906
Saint-Gilles-de-Crétot,76585,433,5.986,0.779,0.705,531,6944
Riville,76529,297,7.515,0.873,0.790,526,6960
Chamblet,3052,1097,20.740,1.450,1.313,679,6579
Bois-Himont,76110,462,5.852,0.770,0.697,531,6944
Hautot-l'Auvray,76346,340,7.351,0.863,0.781,540,6965
Contremoulins,76187,160,4.386,0.667,0.604,517,6961
Bréauté,76141,1331,13.911,1.187,1.075,515,6950
Étalleville,76251,460,3.612,0.605,0.548,542,6962
Cléville,76181,160,5.439,0.742,0.672,530,6950
Hattenville,76342,715,9.327,0.972,0.880,520,6953
Cany-Barville,76159,3060,13.598,1.174,1.063,527,6965
Saint-Clair-sur-les-Monts,76568,601,4.067,0.642,0.581,541,6947
Touffreville-la-Corbeline,76702,818,12.610,1.130,1.023,538,6943
Ganzeville,76298,487,3.994,0.636,0.576,513,6963
Ourville-en-Caux,76490,1143,10.221,1.018,0.922,526,6963
Veauville-lès-Quelles,76730,128,3.176,0.567,0.513,535,6961
Saint-Eustache-la-Forêt,76576,1097,6.592,0.817,0.740,514,6943
Auzebosc,76043,1122,4.753,0.694,0.628,536,6946
Flamanville,76264,491,4.528,0.677,0.613,544,6948
Écalles-Alix,76223,528,7.524,0.873,0.790,541,6948
Bec-de-Mortagne,76068,674,12.087,1.107,1.002,514,6961
Pouzol,63286,276,13.956,1.189,1.077,701,6554
Bretteville-du-Grand-Caux,76143,1338,11.426,1.076,0.974,513,6957
Motteville,76456,802,8.684,0.938,0.849,546,6952
Beuzevillette,76092,657,5.673,0.758,0.686,525,6946
Thiouville,76692,312,5.950,0.776,0.703,530,6956
Valliquerville,76718,1409,13.373,1.164,1.054,535,6946
Hasnon,59284,3870,12.827,1.140,1.032,730,7034
Oherville,76483,229,4.501,0.675,0.611,534,6962
Saint-Jean-de-la-Neuville,76593,563,8.045,0.903,0.818,512,6944
Saint-Aubin-de-Crétot,76559,541,4.744,0.693,0.627,530,6945
Servant,63419,535,26.595,1.642,1.487,693,6564
Lanquetot,76382,1142,5.168,0.724,0.656,521,6944
Heudebouville,27332,790,9.314,0.971,0.879,569,6900
Allouville-Bellefosse,76001,1157,15.018,1.234,1.117,528,6945
La Haye-le-Comte,27321,135,3.332,0.581,0.526,563,6902
Louvetot,76398,705,7.606,0.878,0.795,536,6946
Bosville,76128,579,8.760,0.942,0.853,534,6962
Surville,27624,918,5.777,0.765,0.693,562,6903
Daubeuf-près-Vatteville,27202,472,11.311,1.071,0.970,577,6910
Andé,27015,1275,5.167,0.724,0.656,571,6905
Val-de-Reuil,27701,13282,25.988,1.623,1.469,570,6914
Vézillon,27683,261,1.999,0.450,0.407,583,6904
Les Andelys,27016,8098,39.681,2.005,1.815,582,6907
Incarville,27351,1414,7.024,0.844,0.764,567,6905
Vironvay,27697,331,3.895,0.628,0.569,572,6903
Le Vaudreuil,27528,3714,5.499,0.746,0.675,566,6910
Pinterville,27456,746,5.939,0.776,0.703,570,6901
Muids,27422,866,15.324,1.246,1.128,572,6902
Les Trois Lacs,27676,1784,36.479,1.923,1.741,578,6904
Louviers,27375,18538,27.077,1.656,1.499,569,6904
Terres de Bord,27412,1499,22.406,1.507,1.364,566,6909
Goderville,76302,2840,8.013,0.901,0.816,511,6952
Yport,76754,834,2.121,0.464,0.420,507,6964
Froberville,76291,1237,5.929,0.775,0.702,506,6960
Criquebeuf-en-Caux,76194,387,2.111,0.462,0.418,508,6964
Manneville-la-Goupil,76408,1014,8.857,0.947,0.857,507,6948
Saint-Dizier-la-Tour,23187,214,16.983,1.312,1.188,634,6564
Épreville,76240,1036,6.494,0.811,0.734,510,6957
Maniquerville,76406,404,2.595,0.513,0.464,509,6957
Les Loges,76390,1183,14.961,1.231,1.115,502,6956
Le Donzeil,23074,189,13.525,1.171,1.060,624,6551
Bornambusc,76118,265,4.144,0.648,0.587,507,6951
Écrainville,76224,1044,12.975,1.147,1.039,508,6951
Vattetot-sur-Mer,76726,325,5.276,0.731,0.662,505,6963
Quinssaines,3212,1469,25.911,1.620,1.467,661,6582
Saint-Pierre-de-Cormeilles,27591,616,17.495,1.331,1.205,510,6910
Campigny,27126,1169,10.862,1.049,0.950,524,6914
Saint-Pierre-de-Salerne,27592,250,6.897,0.836,0.757,531,6905
Le Bec-Hellouin,27052,404,9.536,0.983,0.890,534,6905
Urcuit,64540,2420,13.950,1.189,1.077,351,6275
Le Chauchet,23058,109,10.692,1.041,0.943,650,6558
Saint-Martin-Saint-Firmin,27571,320,6.390,0.805,0.729,521,6914
Selles,27620,465,10.167,1.015,0.919,518,6912
Manneville-sur-Risle,27385,1534,9.329,0.972,0.880,521,6923
Saint-Benoît-des-Ombres,27520,142,3.632,0.607,0.550,528,6905
Saint-Mards-de-Blacarville,27563,797,8.772,0.943,0.854,520,6924
Morsan,27418,109,4.878,0.703,0.637,523,6900
Bonvillard,73048,357,16.985,1.312,1.188,957,6502
Foulbec,27260,652,11.908,1.098,0.994,513,6922
Morainville-Jouveaux,27415,371,15.683,1.261,1.142,511,6907
Fiquefleur-Équainville,27243,713,9.737,0.993,0.899,505,6924
Freneuse-sur-Risle,27267,358,8.166,0.910,0.824,531,6906
Heudreville-en-Lieuvin,27334,109,4.190,0.652,0.590,519,6903
Saint-Siméon,27603,321,7.548,0.875,0.792,518,6909
Archignat,3005,335,24.518,1.576,1.427,653,6581
Moyaux,14460,1352,16.612,1.297,1.174,503,6902
Authou,27028,340,2.953,0.547,0.495,532,6904
Saint-Pierre-du-Val,27597,568,12.229,1.113,1.008,511,6925
La Rue-Saint-Pierre,76547,792,7.748,0.886,0.802,574,6940
Saint-Denis-des-Monts,27531,209,3.904,0.629,0.570,541,6907
Montfort-sur-Risle,27413,756,4.010,0.637,0.577,532,6913
Vannecrocq,27671,151,4.916,0.706,0.639,512,6915
Pont-Authou,27468,650,3.403,0.587,0.531,534,6905
Saint-Victor-d'Épine,27609,322,7.955,0.898,0.813,525,6906
Nouhant,23145,295,25.715,1.614,1.461,651,6574
Illeville-sur-Montfort,27349,876,14.982,1.232,1.115,531,6914
Puchay,27480,620,14.041,1.193,1.080,591,6920
Asnières,27021,309,8.173,0.910,0.824,510,6901
Longchamps,27372,615,15.416,1.250,1.132,602,6920
Doudeauville-en-Vexin,27204,302,5.876,0.772,0.699,597,6913
Brestot,27110,575,8.825,0.946,0.857,530,6919
Saussay-la-Campagne,27617,528,4.980,0.710,0.643,590,6914
Sainte-Opportune-la-Mare,27577,443,10.919,1.052,0.952,519,6928
Bourg-Achard,27103,3718,12.413,1.121,1.015,542,6916
La Chapelle-Bayvel,27146,393,4.999,0.712,0.645,512,6915
Bailleul-la-Vallée,27035,120,4.691,0.689,0.624,512,6904
Saint-Paul-de-Fourques,27584,299,4.187,0.651,0.589,541,6905
Condé-sur-Risle,27167,636,9.906,1.002,0.907,524,6914
Hauville,27316,1286,14.884,1.228,1.112,536,6923
Saint-Grégoire-du-Vièvre,27550,323,9.058,0.958,0.867,528,6909
Éturqueraye,27228,291,6.789,0.829,0.751,534,6922
Fresne-Cauverville,27269,200,6.106,0.787,0.713,517,6904
Saint-Sulpice-de-Grimbouville,27604,174,4.339,0.663,0.600,516,6923
Flancourt-Crescy-en-Roumois,27085,1424,19.195,1.395,1.263,540,6917
Tourville-sur-Pont-Audemer,27655,736,10.816,1.047,0.948,521,6914
Épreville-en-Lieuvin,27222,201,6.731,0.826,0.748,521,6902
Calleville,27125,673,8.548,0.931,0.843,539,6903
La Noë-Poulain,27435,265,4.695,0.690,0.625,520,6912
La Neuville-du-Bosc,27432,651,14.592,1.216,1.101,543,6900
Fatouville-Grestain,27233,762,10.325,1.023,0.926,507,6930
Voiscreville,27699,127,1.733,0.419,0.379,538,6912
Appeville-Annebault,27018,1024,13.557,1.172,1.061,532,6916
Piencourt,27455,150,8.751,0.942,0.853,509,6898
Le Landin,27363,203,3.098,0.560,0.507,542,6924
La Haye-Aubrée,27317,464,7.589,0.877,0.794,531,6925
Ouville-la-Rivière,76492,510,6.516,0.813,0.736,555,6978
Triqueville,27662,334,9.557,0.984,0.891,512,6916
Étréville,27227,681,11.340,1.072,0.971,530,6925
Port-Jérôme-sur-Seine,76476,9903,30.538,1.759,1.593,522,6932
Bourneville-Sainte-Croix,27107,1269,15.815,1.266,1.146,528,6922
Brétigny,27113,139,5.454,0.743,0.673,531,6905
La Haye-de-Calleville,27318,269,2.981,0.550,0.498,538,6903
Cormeilles,27170,1158,3.090,0.560,0.507,510,6908
Arelaune-en-Seine,76401,2606,53.969,2.338,2.117,536,6926
Trouville-la-Haule,27665,769,12.399,1.121,1.015,525,6924
Valletot,27669,410,5.881,0.772,0.699,525,6921
Saint-Georges-du-Vièvre,27542,879,10.277,1.020,0.924,521,6907
Saint-Aubin-sur-Quillebeuf,27518,696,12.352,1.119,1.013,522,6932
Saint-Cyr-de-Salerne,27527,207,6.604,0.818,0.741,531,6902
Conteville,27169,985,10.749,1.044,0.945,510,6930
Glos-sur-Risle,27288,586,7.358,0.863,0.781,530,6912
Le Favril,27237,172,4.051,0.641,0.580,520,6902
Malleville-sur-le-Bec,27380,258,7.164,0.852,0.771,538,6908
Saint-Léger-du-Gennetey,27558,184,3.298,0.578,0.523,537,6910
Lillebonne,76384,8927,14.658,1.219,1.104,520,6940
Corneville-sur-Risle,27174,1338,13.356,1.163,1.053,525,6921
Toutainville,27656,1341,11.883,1.097,0.993,516,6923
Rilhac-Treignac,19172,110,9.604,0.986,0.893,596,6491
Neuville-sur-Authou,27433,196,5.596,0.753,0.682,527,6905
Auppegard,76036,728,7.333,0.862,0.780,560,6972
Honguemare-Guenouville,27340,697,9.427,0.977,0.885,540,6921
Boulleville,27100,1145,7.170,0.852,0.771,509,6920
Saint-Philbert-sur-Boissey,27586,172,3.062,0.557,0.504,538,6908
Lilly,27369,83,6.038,0.782,0.708,598,6923
Bosrobert,27095,658,9.337,0.973,0.881,539,6903
Petiville,76499,1127,16.811,1.305,1.182,526,6928
Saint-Aubin-de-Scellon,27512,355,14.026,1.192,1.079,518,6900
Manneville-la-Raoult,27384,506,7.382,0.865,0.783,504,6922
Épaignes,27218,1595,26.305,1.633,1.479,517,6909
Saint-Maclou,27561,617,5.576,0.752,0.681,512,6923
Berville-sur-Mer,27064,707,6.992,0.842,0.762,509,6930
Saint-Philbert-sur-Risle,27587,782,13.281,1.160,1.050,528,6909
Lestrem,62502,4487,21.364,1.471,1.332,674,7056
Saint-Christophe-sur-Condé,27522,503,9.058,0.958,0.867,524,6911
Étrépagny,27226,3816,20.420,1.438,1.302,596,6912
Thénouville,27089,1010,13.418,1.166,1.056,540,6910
Écaquelon,27209,618,13.168,1.155,1.046,536,6913
Sainte-Marie-de-Vatimesnil,27567,263,7.387,0.865,0.783,595,6907
Saint-Étienne-l'Allier,27538,555,11.334,1.072,0.971,523,6912
Farceaux,27232,343,7.629,0.879,0.796,593,6909
Lieurey,27367,1448,18.315,1.362,1.233,521,6905
Hacqueville,27310,442,9.860,1.000,0.905,593,6909
Saint-Éloi-de-Fourques,27536,514,7.344,0.863,0.781,541,6907
Fumichon,14293,286,6.683,0.823,0.745,510,6902
Beuzeville,27065,4578,23.327,1.537,1.392,504,6917
Bouquetot,27102,1080,13.118,1.153,1.044,536,6918
Coudray,27176,219,7.876,0.893,0.809,590,6915
Harquency,27315,263,14.107,1.196,1.083,593,6906
Anquetierville,76022,346,4.175,0.650,0.589,527,6940
Saint-Jean-de-Folleville,76592,830,13.766,1.181,1.069,519,6935
La Frénaye,76281,2158,10.014,1.007,0.912,523,6940
Mélamare,76421,874,6.311,0.800,0.724,516,6941
Saint-Arnoult,76557,1354,13.928,1.188,1.076,527,6941
Sainte-Marguerite-sur-Duclair,76608,2018,7.330,0.862,0.780,541,6939
Saint-Maurice-d'Ételan,76622,307,14.145,1.197,1.084,529,6930
Heurteauville,76362,313,7.255,0.857,0.776,541,6932
Duclair,76222,4198,10.121,1.013,0.917,545,6931
Saint-Antoine-la-Forêt,76556,1063,6.419,0.806,0.730,516,6940
Omonville,76485,263,2.858,0.538,0.487,560,6967
Épinay-sur-Duclair,76237,539,6.650,0.821,0.743,545,6937
Bellengreville,76071,480,7.593,0.877,0.794,571,6979
Arques-la-Bataille,76026,2573,14.778,1.224,1.108,563,6977
Torcy-le-Grand,76697,761,8.784,0.943,0.854,570,6968
Longueville-sur-Scie,76397,985,3.828,0.623,0.564,563,6968
Martigny,76413,443,5.174,0.724,0.656,566,6977
Saint-Germain-d'Étables,76582,266,7.181,0.853,0.772,570,6973
Hautot-sur-Mer,76349,1929,9.531,0.983,0.890,559,6982
Sainte-Foy,76577,579,6.796,0.830,0.751,566,6967
Aubermesnil-Beaumais,76030,451,4.975,0.710,0.643,566,6973
Rouxmesnil-Bouteilles,76545,1866,5.629,0.755,0.684,562,6980
Heuqueville,27337,363,7.863,0.893,0.809,578,6912
Offranville,76482,3036,17.352,1.326,1.201,557,6974
Mesnil-Verclives,27407,298,9.815,0.997,0.903,590,6915
Anneville-sur-Scie,76019,439,5.487,0.746,0.675,562,6974
Les Damps,27196,1361,4.819,0.699,0.633,569,6913
Saint-Aubin-le-Cauf,76562,858,10.005,1.007,0.912,568,6974
Freulleville,76288,367,11.186,1.065,0.964,569,6972
Sauchay,76665,412,5.735,0.762,0.690,572,6982
Petit-Caux,76618,9512,92.323,3.058,2.769,565,6983
Dieppe,76217,29606,11.833,1.095,0.991,565,6984
