"Année,""Commune"",""Secteur économique"",""Etablissements"",""Emplois"",""Emplois femmes"",""Emplois hommes"",""Equivalents plein temps"",""Equivalents plein temps femmes"",""Equivalents plein temps hommes"""
"2021,""5911 Cuarny"",""Secteur tertiaire"",10,15,8,7,9,5,5"
"2021,""5912 Démoret"",""Secteur économique - total"",24,85,32,53,55,15,40"
"2021,""5912 Démoret"",""Secteur primaire"",10,32,X,X,20,X,X"
"2021,""5912 Démoret"",""Secteur secondaire"",4,19,X,X,16,X,X"
"2021,""5912 Démoret"",""Secteur tertiaire"",10,34,17,17,18,8,10"
"2021,""5913 Donneloye"",""Secteur économique - total"",70,151,55,96,95,27,68"
"2021,""5913 Donneloye"",""Secteur primaire"",20,60,19,41,32,7,25"
"2021,""5913 Donneloye"",""Secteur secondaire"",17,49,10,39,39,6,33"
"2021,""5913 Donneloye"",""Secteur tertiaire"",33,42,26,16,25,14,11"
"2021,""5914 Ependes (VD)"",""Secteur économique - total"",39,115,44,71,85,23,62"
"2021,""5914 Ependes (VD)"",""Secteur primaire"",9,20,X,X,16,X,X"
"2021,""5914 Ependes (VD)"",""Secteur secondaire"",10,26,X,X,23,X,X"
"2021,""5914 Ependes (VD)"",""Secteur tertiaire"",20,69,37,32,47,19,28"
"2021,""5919 Mathod"",""Secteur économique - total"",41,163,47,116,119,24,95"
"2021,""5919 Mathod"",""Secteur primaire"",11,45,X,X,36,X,X"
"2021,""5919 Mathod"",""Secteur secondaire"",5,23,X,X,17,X,X"
"2021,""5919 Mathod"",""Secteur tertiaire"",25,95,32,63,66,17,49"
"2021,""5921 Molondin"",""Secteur économique - total"",29,111,39,72,85,24,61"
"2021,""5921 Molondin"",""Secteur primaire"",10,21,X,X,13,X,X"
"2021,""5921 Molondin"",""Secteur secondaire"",8,24,X,X,19,X,X"
"2021,""5921 Molondin"",""Secteur tertiaire"",11,66,28,38,54,20,34"
"2021,""5922 Montagny-près-Yverdon"",""Secteur économique - total"",159,2068,1149,919,1630,796,834"
"2021,""5922 Montagny-près-Yverdon"",""Secteur primaire"",5,20,X,X,15,X,X"
"2021,""5922 Montagny-près-Yverdon"",""Secteur secondaire"",20,148,X,X,133,X,X"
"2021,""5922 Montagny-près-Yverdon"",""Secteur tertiaire"",134,1900,1113,787,1483,772,710"
"2021,""5923 Oppens"",""Secteur économique - total"",23,225,80,145,187,58,128"
"2021,""5923 Oppens"",""Secteur primaire"",11,88,36,52,76,30,46"
"2021,""5923 Oppens"",""Secteur secondaire"",4,34,6,28,31,4,27"
"2021,""5923 Oppens"",""Secteur tertiaire"",8,103,38,65,79,24,55"
"2021,""5924 Orges"",""Secteur économique - total"",30,122,36,86,102,25,76"
"2021,""5924 Orges"",""Secteur primaire"",6,21,X,X,14,X,X"
"2021,""5924 Orges"",""Secteur secondaire"",5,40,X,X,38,X,X"
"2021,""5924 Orges"",""Secteur tertiaire"",19,61,29,32,50,21,29"
"2021,""5925 Orzens"",""Secteur économique - total"",20,58,15,43,38,6,32"
"2021,""5925 Orzens"",""Secteur primaire"",X,16,X,X,10,X,X"
"2021,""5925 Orzens"",""Secteur secondaire"",X,17,X,X,15,X,X"
"2021,""5925 Orzens"",""Secteur tertiaire"",9,25,X,X,13,X,X"
"2021,""5926 Pomy"",""Secteur économique - total"",59,237,107,130,181,73,109"
"2021,""5926 Pomy"",""Secteur primaire"",13,39,11,28,25,5,20"
"2021,""5926 Pomy"",""Secteur secondaire"",18,55,12,43,46,7,40"
"2021,""5926 Pomy"",""Secteur tertiaire"",28,143,84,59,110,61,49"
"2021,""5928 Rovray"",""Secteur économique - total"",15,43,14,29,33,6,26"
"2021,""5928 Rovray"",""Secteur primaire"",10,30,9,21,23,5,19"
"2021,""5928 Rovray"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""5928 Rovray"",""Secteur tertiaire"",X,X,X,X,X,X,X"
"2021,""5929 Suchy"",""Secteur économique - total"",43,137,48,89,94,22,71"
"2021,""5929 Suchy"",""Secteur primaire"",13,37,X,X,22,X,X"
"2021,""5929 Suchy"",""Secteur secondaire"",4,32,X,X,30,X,X"
"2021,""5929 Suchy"",""Secteur tertiaire"",26,68,33,35,42,17,25"
"2021,""5930 Suscévaz"",""Secteur économique - total"",16,32,10,22,24,5,18"
"2021,""5930 Suscévaz"",""Secteur primaire"",8,18,X,X,14,X,X"
"2021,""5930 Suscévaz"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""5930 Suscévaz"",""Secteur tertiaire"",X,X,X,X,X,X,X"
"2021,""5931 Treycovagnes"",""Secteur économique - total"",27,81,25,56,64,16,49"
"2021,""5931 Treycovagnes"",""Secteur primaire"",X,6,X,X,4,X,X"
"2021,""5931 Treycovagnes"",""Secteur secondaire"",X,34,X,X,31,X,X"
"2021,""5931 Treycovagnes"",""Secteur tertiaire"",21,41,X,X,29,X,X"
"2021,""5932 Ursins"",""Secteur économique - total"",11,25,X,X,17,X,X"
"2021,""5932 Ursins"",""Secteur primaire"",6,14,X,X,9,X,X"
"2021,""5932 Ursins"",""Secteur secondaire"",X,5,X,X,X,X,X"
"2021,""5932 Ursins"",""Secteur tertiaire"",X,6,X,X,X,X,X"
"2021,""5933 Valeyres-sous-Montagny"",""Secteur économique - total"",36,153,53,100,119,30,89"
"2021,""5933 Valeyres-sous-Montagny"",""Secteur primaire"",5,17,X,X,11,X,X"
"2021,""5933 Valeyres-sous-Montagny"",""Secteur secondaire"",8,40,X,X,36,X,X"
"2021,""5933 Valeyres-sous-Montagny"",""Secteur tertiaire"",23,96,39,57,73,23,50"
"2021,""5934 Valeyres-sous-Ursins"",""Secteur économique - total"",21,40,12,28,25,4,21"
"2021,""5934 Valeyres-sous-Ursins"",""Secteur primaire"",X,15,X,X,9,X,X"
"2021,""5934 Valeyres-sous-Ursins"",""Secteur secondaire"",X,12,X,X,11,X,X"
"2021,""5934 Valeyres-sous-Ursins"",""Secteur tertiaire"",11,13,X,X,6,X,X"
"2021,""5935 Villars-Epeney"",""Secteur économique - total"",6,13,X,X,8,X,X"
"2021,""5935 Villars-Epeney"",""Secteur primaire"",X,X,X,X,5,X,X"
"2021,""5935 Villars-Epeney"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""5935 Villars-Epeney"",""Secteur tertiaire"",X,6,X,X,X,X,X"
"2021,""5937 Vugelles-La Mothe"",""Secteur économique - total"",14,26,10,16,15,5,10"
"2021,""5937 Vugelles-La Mothe"",""Secteur primaire"",X,9,X,X,6,X,X"
"2021,""5937 Vugelles-La Mothe"",""Secteur secondaire"",X,4,X,X,X,X,X"
"2021,""5937 Vugelles-La Mothe"",""Secteur tertiaire"",8,13,X,X,X,X,X"
"2021,""5938 Yverdon-les-Bains"",""Secteur économique - total"",2259,20879,9679,11200,16726,6700,10026"
"2021,""5938 Yverdon-les-Bains"",""Secteur primaire"",14,265,48,217,260,45,215"
"2021,""5938 Yverdon-les-Bains"",""Secteur secondaire"",320,2814,615,2199,2599,480,2119"
"2021,""5938 Yverdon-les-Bains"",""Secteur tertiaire"",1925,17800,9016,8784,13868,6176,7692"
"2021,""5939 Yvonand"",""Secteur économique - total"",203,1097,638,459,840,434,406"
"2021,""5939 Yvonand"",""Secteur primaire"",15,38,16,22,26,9,17"
"2021,""5939 Yvonand"",""Secteur secondaire"",41,265,60,205,246,50,196"
"2021,""5939 Yvonand"",""Secteur tertiaire"",147,794,562,232,567,374,193"
"2021,""6002 Brig-Glis"",""Secteur économique - total"",1171,10261,4930,5331,7907,3221,4685"
"2021,""6002 Brig-Glis"",""Secteur primaire"",34,78,30,48,36,12,24"
"2021,""6002 Brig-Glis"",""Secteur secondaire"",170,1518,239,1279,1387,160,1226"
"2021,""6002 Brig-Glis"",""Secteur tertiaire"",967,8665,4661,4004,6483,3049,3434"
"2021,""6004 Eggerberg"",""Secteur économique - total"",25,66,22,44,33,7,26"
"2021,""6004 Eggerberg"",""Secteur primaire"",11,21,X,X,8,X,X"
"2021,""6004 Eggerberg"",""Secteur secondaire"",0,0,0,0,0,0,0"
"2021,""6004 Eggerberg"",""Secteur tertiaire"",14,45,X,X,25,X,X"
"2021,""6007 Naters"",""Secteur économique - total"",579,2447,1291,1156,1703,774,928"
"2021,""6007 Naters"",""Secteur primaire"",93,233,78,155,108,31,78"
"2021,""6007 Naters"",""Secteur secondaire"",96,455,133,322,375,81,294"
"2021,""6007 Naters"",""Secteur tertiaire"",390,1759,1080,679,1220,663,557"
"2021,""6008 Ried-Brig"",""Secteur économique - total"",109,399,222,177,265,130,135"
"2021,""6008 Ried-Brig"",""Secteur primaire"",23,72,23,49,39,11,28"
"2021,""6008 Ried-Brig"",""Secteur secondaire"",13,48,13,35,42,9,33"
"2021,""6008 Ried-Brig"",""Secteur tertiaire"",73,279,186,93,184,110,74"
"2021,""6009 Simplon"",""Secteur économique - total"",47,193,82,111,130,42,88"
"2021,""6009 Simplon"",""Secteur primaire"",15,42,17,25,24,7,18"
"2021,""6009 Simplon"",""Secteur secondaire"",6,61,14,47,55,10,45"
"2021,""6009 Simplon"",""Secteur tertiaire"",26,90,51,39,51,26,26"
"2021,""6010 Termen"",""Secteur économique - total"",65,172,82,90,105,44,61"
"2021,""6010 Termen"",""Secteur primaire"",18,41,15,26,17,6,11"
"2021,""6010 Termen"",""Secteur secondaire"",8,41,14,27,33,8,24"
"2021,""6010 Termen"",""Secteur tertiaire"",39,90,53,37,55,30,25"
"2021,""6011 Zwischbergen"",""Secteur économique - total"",10,33,9,24,25,5,20"
"2021,""6011 Zwischbergen"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""6011 Zwischbergen"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""6011 Zwischbergen"",""Secteur tertiaire"",X,21,X,X,14,X,X"
"2021,""6021 Ardon"",""Secteur économique - total"",206,936,438,498,713,282,431"
"2021,""6021 Ardon"",""Secteur primaire"",20,97,50,47,56,27,30"
"2021,""6021 Ardon"",""Secteur secondaire"",41,203,28,175,182,19,163"
"2021,""6021 Ardon"",""Secteur tertiaire"",145,636,360,276,475,236,239"
"2021,""6022 Chamoson"",""Secteur économique - total"",320,1224,571,653,850,316,534"
"2021,""6022 Chamoson"",""Secteur primaire"",61,301,155,146,170,69,101"
"2021,""6022 Chamoson"",""Secteur secondaire"",56,304,41,263,266,22,244"
"2021,""6022 Chamoson"",""Secteur tertiaire"",203,619,375,244,414,225,189"
"2021,""6023 Conthey"",""Secteur économique - total"",741,4043,1839,2204,3147,1210,1937"
"2021,""6023 Conthey"",""Secteur primaire"",89,368,138,230,211,64,147"
"2021,""6023 Conthey"",""Secteur secondaire"",136,672,135,537,608,96,513"
"2021,""6023 Conthey"",""Secteur tertiaire"",516,3003,1566,1437,2328,1050,1278"
"2021,""6024 Nendaz"",""Secteur économique - total"",585,2559,1183,1376,1895,730,1165"
"2021,""6024 Nendaz"",""Secteur primaire"",99,248,82,166,137,33,104"
"2021,""6024 Nendaz"",""Secteur secondaire"",98,509,106,403,457,74,383"
"2021,""6024 Nendaz"",""Secteur tertiaire"",388,1802,995,807,1301,623,677"
"2021,""6025 Vétroz"",""Secteur économique - total"",403,2159,894,1265,1725,601,1124"
"2021,""6025 Vétroz"",""Secteur primaire"",58,368,130,238,268,82,186"
"2021,""6025 Vétroz"",""Secteur secondaire"",65,527,71,456,485,47,438"
"2021,""6025 Vétroz"",""Secteur tertiaire"",280,1264,693,571,973,473,500"
"2021,""6032 Bourg-Saint-Pierre"",""Secteur économique - total"",26,110,36,74,92,25,67"
"2021,""6032 Bourg-Saint-Pierre"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""6032 Bourg-Saint-Pierre"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""6032 Bourg-Saint-Pierre"",""Secteur tertiaire"",23,106,X,X,90,X,X"
"2021,""6033 Liddes"",""Secteur économique - total"",71,171,62,109,118,34,84"
"2021,""6033 Liddes"",""Secteur primaire"",21,51,13,38,30,6,24"
"2021,""6033 Liddes"",""Secteur secondaire"",10,35,8,27,30,4,26"
"2021,""6033 Liddes"",""Secteur tertiaire"",40,85,41,44,59,24,34"
"2021,""6034 Orsières"",""Secteur économique - total"",306,1292,495,797,989,297,692"
"2021,""6034 Orsières"",""Secteur primaire"",43,127,36,91,72,14,58"
"2021,""6034 Orsières"",""Secteur secondaire"",58,429,65,364,384,37,347"
"2021,""6034 Orsières"",""Secteur tertiaire"",205,736,394,342,533,246,287"
"2021,""6035 Sembrancher"",""Secteur économique - total"",131,733,358,375,566,235,331"
"2021,""6035 Sembrancher"",""Secteur primaire"",13,32,12,20,19,6,13"
"2021,""6035 Sembrancher"",""Secteur secondaire"",29,284,61,223,255,42,212"
"2021,""6035 Sembrancher"",""Secteur tertiaire"",89,417,285,132,293,187,105"
"2021,""6037 Val de Bagnes"",""Secteur économique - total"",1291,6657,2819,3838,5212,1904,3308"
"2021,""6037 Val de Bagnes"",""Secteur primaire"",99,286,102,184,146,37,110"
"2021,""6037 Val de Bagnes"",""Secteur secondaire"",194,1131,182,949,1005,117,888"
"2021,""6037 Val de Bagnes"",""Secteur tertiaire"",998,5240,2535,2705,4061,1751,2310"
"2021,""6052 Bellwald"",""Secteur économique - total"",49,215,81,134,164,50,113"
"2021,""6052 Bellwald"",""Secteur primaire"",4,8,X,X,6,X,X"
"2021,""6052 Bellwald"",""Secteur secondaire"",6,20,X,X,19,X,X"
"2021,""6052 Bellwald"",""Secteur tertiaire"",39,187,77,110,139,47,92"
"2021,""6054 Binn"",""Secteur économique - total"",28,72,36,36,44,19,26"
"2021,""6054 Binn"",""Secteur primaire"",5,10,X,X,7,X,X"
"2021,""6054 Binn"",""Secteur secondaire"",4,8,X,X,6,X,X"
"2021,""6054 Binn"",""Secteur tertiaire"",19,54,30,24,32,16,16"
"2021,""6056 Ernen"",""Secteur économique - total"",54,206,81,125,157,51,106"
"2021,""6056 Ernen"",""Secteur primaire"",10,30,X,X,19,X,X"
"2021,""6056 Ernen"",""Secteur secondaire"",10,55,X,X,44,X,X"
"2021,""6056 Ernen"",""Secteur tertiaire"",34,121,62,59,95,43,52"
"2021,""6057 Fiesch"",""Secteur économique - total"",114,655,364,291,498,242,256"
"2021,""6057 Fiesch"",""Secteur primaire"",5,30,10,20,20,5,16"
"2021,""6057 Fiesch"",""Secteur secondaire"",18,82,26,56,68,14,54"
"2021,""6057 Fiesch"",""Secteur tertiaire"",91,543,328,215,410,224,186"
"2021,""6058 Fieschertal"",""Secteur économique - total"",35,209,62,147,184,51,133"
"2021,""6058 Fieschertal"",""Secteur primaire"",9,27,X,X,13,X,X"
"2021,""6058 Fieschertal"",""Secteur secondaire"",5,42,X,X,39,X,X"
"2021,""6058 Fieschertal"",""Secteur tertiaire"",21,140,46,94,132,43,89"
"2021,""6061 Lax"",""Secteur économique - total"",28,99,43,56,76,25,50"
"2021,""6061 Lax"",""Secteur primaire"",7,17,10,7,11,5,6"
"2021,""6061 Lax"",""Secteur secondaire"",4,41,8,33,38,6,31"
"2021,""6061 Lax"",""Secteur tertiaire"",17,41,25,16,27,14,13"
"2021,""6076 Obergoms"",""Secteur économique - total"",88,422,181,241,335,121,214"
"2021,""6076 Obergoms"",""Secteur primaire"",18,55,20,35,34,9,25"
"2021,""6076 Obergoms"",""Secteur secondaire"",10,67,13,54,63,11,52"
"2021,""6076 Obergoms"",""Secteur tertiaire"",60,300,148,152,239,102,137"
"2021,""6077 Goms"",""Secteur économique - total"",141,676,284,392,536,196,340"
"2021,""6077 Goms"",""Secteur primaire"",30,107,32,75,73,18,55"
"2021,""6077 Goms"",""Secteur secondaire"",23,175,27,148,160,20,141"
"2021,""6077 Goms"",""Secteur tertiaire"",88,394,225,169,303,158,145"
"2021,""6082 Ayent"",""Secteur économique - total"",312,1162,486,676,870,296,574"
"2021,""6082 Ayent"",""Secteur primaire"",48,119,45,74,62,18,44"
"2021,""6082 Ayent"",""Secteur secondaire"",47,239,30,209,215,14,201"
"2021,""6082 Ayent"",""Secteur tertiaire"",217,804,411,393,593,263,330"
"2021,""6083 Evolène"",""Secteur économique - total"",232,653,287,366,460,175,285"
"2021,""6083 Evolène"",""Secteur primaire"",53,148,53,95,84,27,58"
"2021,""6083 Evolène"",""Secteur secondaire"",28,86,16,70,75,9,65"
"2021,""6083 Evolène"",""Secteur tertiaire"",151,419,218,201,301,139,162"
"2021,""6084 Hérémence"",""Secteur économique - total"",114,397,195,202,269,113,156"
"2021,""6084 Hérémence"",""Secteur primaire"",18,67,21,46,31,8,23"
"2021,""6084 Hérémence"",""Secteur secondaire"",19,74,19,55,64,14,49"
"2021,""6084 Hérémence"",""Secteur tertiaire"",77,256,155,101,175,91,84"
"2021,""6087 Saint-Martin (VS)"",""Secteur économique - total"",56,221,82,139,170,51,120"
"2021,""6087 Saint-Martin (VS)"",""Secteur primaire"",7,20,X,X,12,X,X"
"2021,""6087 Saint-Martin (VS)"",""Secteur secondaire"",15,76,X,X,69,X,X"
"2021,""6087 Saint-Martin (VS)"",""Secteur tertiaire"",34,125,70,55,89,42,48"
"2021,""6089 Vex"",""Secteur économique - total"",146,602,329,273,430,203,227"
"2021,""6089 Vex"",""Secteur primaire"",18,42,X,X,21,X,X"
"2021,""6089 Vex"",""Secteur secondaire"",14,31,X,X,26,X,X"
"2021,""6089 Vex"",""Secteur tertiaire"",114,529,306,223,383,195,189"
"2021,""6090 Mont-Noble"",""Secteur économique - total"",93,238,109,129,163,66,97"
"2021,""6090 Mont-Noble"",""Secteur primaire"",7,15,X,X,13,X,X"
"2021,""6090 Mont-Noble"",""Secteur secondaire"",12,35,X,X,31,X,X"
"2021,""6090 Mont-Noble"",""Secteur tertiaire"",74,188,99,89,119,58,61"
"2021,""6101 Agarn"",""Secteur économique - total"",49,200,56,144,158,32,126"
"2021,""6101 Agarn"",""Secteur primaire"",9,20,X,X,11,X,X"
"2021,""6101 Agarn"",""Secteur secondaire"",10,69,X,X,63,X,X"
"2021,""6101 Agarn"",""Secteur tertiaire"",30,111,40,71,84,24,60"
"2021,""6102 Albinen"",""Secteur économique - total"",26,88,32,56,64,19,45"
"2021,""6102 Albinen"",""Secteur primaire"",X,10,X,X,5,X,X"
"2021,""6102 Albinen"",""Secteur secondaire"",X,14,X,X,13,X,X"
"2021,""6102 Albinen"",""Secteur tertiaire"",19,64,27,37,46,16,30"
"2021,""6104 Ergisch"",""Secteur économique - total"",22,41,18,23,21,8,14"
"2021,""6104 Ergisch"",""Secteur primaire"",10,22,X,X,X,X,X"
"2021,""6104 Ergisch"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""6104 Ergisch"",""Secteur tertiaire"",X,X,X,X,10,X,X"
"2021,""6109 Inden"",""Secteur économique - total"",11,28,10,18,15,4,11"
"2021,""6109 Inden"",""Secteur primaire"",X,10,X,X,X,X,X"
"2021,""6109 Inden"",""Secteur secondaire"",X,5,X,X,X,X,X"
"2021,""6109 Inden"",""Secteur tertiaire"",X,13,X,X,6,X,X"
"2021,""6110 Leuk"",""Secteur économique - total"",354,1739,892,847,1245,532,713"
"2021,""6110 Leuk"",""Secteur primaire"",50,187,69,118,108,30,77"
"2021,""6110 Leuk"",""Secteur secondaire"",60,222,38,184,199,24,176"
"2021,""6110 Leuk"",""Secteur tertiaire"",244,1330,785,545,938,478,460"
"2021,""6111 Leukerbad"",""Secteur économique - total"",151,942,469,473,745,339,406"
"2021,""6111 Leukerbad"",""Secteur primaire"",8,21,X,X,10,X,X"
"2021,""6111 Leukerbad"",""Secteur secondaire"",17,59,X,X,48,X,X"
"2021,""6111 Leukerbad"",""Secteur tertiaire"",126,862,452,410,687,330,357"
"2021,""6112 Oberems"",""Secteur économique - total"",14,30,16,14,20,10,10"
"2021,""6112 Oberems"",""Secteur primaire"",5,13,6,7,8,4,4"
"2021,""6112 Oberems"",""Secteur secondaire"",0,0,0,0,0,0,0"
"2021,""6112 Oberems"",""Secteur tertiaire"",9,17,10,7,12,6,6"
"2021,""6113 Salgesch"",""Secteur économique - total"",205,1061,369,692,814,216,598"
"2021,""6113 Salgesch"",""Secteur primaire"",83,310,111,199,209,61,148"
"2021,""6113 Salgesch"",""Secteur secondaire"",34,398,98,300,346,61,285"
"2021,""6113 Salgesch"",""Secteur tertiaire"",88,353,160,193,260,94,165"
"2021,""6116 Varen"",""Secteur économique - total"",61,171,74,97,107,38,69"
"2021,""6116 Varen"",""Secteur primaire"",23,81,X,X,47,X,X"
"2021,""6116 Varen"",""Secteur secondaire"",8,10,X,X,8,X,X"
"2021,""6116 Varen"",""Secteur tertiaire"",30,80,40,40,52,23,28"
"2021,""6117 Guttet-Feschel"",""Secteur économique - total"",32,89,52,37,54,25,29"
"2021,""6117 Guttet-Feschel"",""Secteur primaire"",4,13,X,X,5,X,X"
"2021,""6117 Guttet-Feschel"",""Secteur secondaire"",6,13,X,X,10,X,X"
"2021,""6117 Guttet-Feschel"",""Secteur tertiaire"",22,63,43,20,38,21,17"
"2021,""6118 Gampel-Bratsch"",""Secteur économique - total"",168,713,314,399,497,180,317"
"2021,""6118 Gampel-Bratsch"",""Secteur primaire"",31,91,31,60,42,13,29"
"2021,""6118 Gampel-Bratsch"",""Secteur secondaire"",31,185,53,132,160,33,127"
"2021,""6118 Gampel-Bratsch"",""Secteur tertiaire"",106,437,230,207,296,134,162"
"2021,""6119 Turtmann-Unterems"",""Secteur économique - total"",115,487,201,286,341,111,230"
"2021,""6119 Turtmann-Unterems"",""Secteur primaire"",34,102,33,69,45,14,32"
"2021,""6119 Turtmann-Unterems"",""Secteur secondaire"",18,139,24,115,122,14,107"
"2021,""6119 Turtmann-Unterems"",""Secteur tertiaire"",63,246,144,102,175,83,91"
"2021,""6131 Bovernier"",""Secteur économique - total"",39,81,32,49,58,18,40"
"2021,""6131 Bovernier"",""Secteur primaire"",4,16,0,16,12,0,12"
"2021,""6131 Bovernier"",""Secteur secondaire"",9,15,X,X,12,X,X"
"2021,""6131 Bovernier"",""Secteur tertiaire"",26,50,X,X,34,X,X"
"2021,""6133 Fully"",""Secteur économique - total"",600,2507,1203,1304,1689,714,975"
"2021,""6133 Fully"",""Secteur primaire"",123,787,263,524,435,129,306"
"2021,""6133 Fully"",""Secteur secondaire"",83,260,49,211,220,23,197"
"2021,""6133 Fully"",""Secteur tertiaire"",394,1460,891,569,1035,563,472"
"2021,""6134 Isérables"",""Secteur économique - total"",73,266,99,167,194,56,138"
"2021,""6134 Isérables"",""Secteur primaire"",24,61,28,33,29,12,17"
"2021,""6134 Isérables"",""Secteur secondaire"",15,90,31,59,74,19,54"
"2021,""6134 Isérables"",""Secteur tertiaire"",34,115,40,75,92,25,67"
"2021,""6135 Leytron"",""Secteur économique - total"",286,1408,684,724,991,424,567"
"2021,""6135 Leytron"",""Secteur primaire"",69,258,115,143,121,46,75"
"2021,""6135 Leytron"",""Secteur secondaire"",35,309,121,188,272,99,173"
"2021,""6135 Leytron"",""Secteur tertiaire"",182,841,448,393,597,279,319"
"2021,""6136 Martigny"",""Secteur économique - total"",2087,14348,6446,7902,11327,4376,6951"
"2021,""6136 Martigny"",""Secteur primaire"",53,444,134,310,253,67,186"
"2021,""6136 Martigny"",""Secteur secondaire"",287,2301,457,1844,2077,315,1762"
"2021,""6136 Martigny"",""Secteur tertiaire"",1747,11603,5855,5748,8998,3994,5003"
"2021,""6137 Martigny-Combe"",""Secteur économique - total"",177,630,242,388,443,134,309"
"2021,""6137 Martigny-Combe"",""Secteur primaire"",20,87,X,X,45,X,X"
"2021,""6137 Martigny-Combe"",""Secteur secondaire"",33,56,X,X,48,X,X"
"2021,""6137 Martigny-Combe"",""Secteur tertiaire"",124,487,195,292,350,115,235"
"2021,""6139 Riddes"",""Secteur économique - total"",223,1308,579,729,1017,373,645"
"2021,""6139 Riddes"",""Secteur primaire"",21,106,51,55,74,31,43"
"2021,""6139 Riddes"",""Secteur secondaire"",37,297,62,235,267,42,226"
"2021,""6139 Riddes"",""Secteur tertiaire"",165,905,466,439,676,300,376"
"2021,""6140 Saillon"",""Secteur économique - total"",196,804,375,429,571,231,340"
"2021,""6140 Saillon"",""Secteur primaire"",37,244,86,158,145,43,102"
"2021,""6140 Saillon"",""Secteur secondaire"",21,108,11,97,98,7,92"
"2021,""6140 Saillon"",""Secteur tertiaire"",138,452,278,174,328,182,147"
"2021,""6141 Saxon"",""Secteur économique - total"",437,2378,1103,1275,1730,708,1022"
"2021,""6141 Saxon"",""Secteur primaire"",52,352,121,231,193,64,129"
"2021,""6141 Saxon"",""Secteur secondaire"",91,478,70,408,428,44,383"
"2021,""6141 Saxon"",""Secteur tertiaire"",294,1548,912,636,1109,599,510"
"2021,""6142 Trient"",""Secteur économique - total"",23,68,30,38,48,17,31"
"2021,""6142 Trient"",""Secteur primaire"",X,4,X,X,X,X,X"
"2021,""6142 Trient"",""Secteur secondaire"",X,4,X,X,X,X,X"
"2021,""6142 Trient"",""Secteur tertiaire"",19,60,X,X,41,X,X"
"2021,""6151 Champéry"",""Secteur économique - total"",185,765,317,448,605,213,391"
"2021,""6151 Champéry"",""Secteur primaire"",13,33,14,19,20,7,12"
"2021,""6151 Champéry"",""Secteur secondaire"",25,45,8,37,33,4,29"
"2021,""6151 Champéry"",""Secteur tertiaire"",147,687,295,392,552,202,350"
"2021,""6152 Collombey-Muraz"",""Secteur économique - total"",676,3451,1545,1906,2756,1033,1723"
"2021,""6152 Collombey-Muraz"",""Secteur primaire"",20,102,24,78,78,11,66"
"2021,""6152 Collombey-Muraz"",""Secteur secondaire"",154,944,121,823,866,77,789"
"2021,""6152 Collombey-Muraz"",""Secteur tertiaire"",502,2405,1400,1005,1812,944,868"
"2021,""6153 Monthey"",""Secteur économique - total"",1334,11226,4757,6469,9230,3330,5900"
"2021,""6153 Monthey"",""Secteur primaire"",13,39,12,27,26,6,20"
"2021,""6153 Monthey"",""Secteur secondaire"",198,3486,457,3029,3321,367,2954"
"2021,""6153 Monthey"",""Secteur tertiaire"",1123,7701,4288,3413,5882,2956,2926"
"2021,""6154 Port-Valais"",""Secteur économique - total"",318,1144,462,682,869,282,586"
"2021,""6154 Port-Valais"",""Secteur primaire"",12,42,10,32,34,8,25"
"2021,""6154 Port-Valais"",""Secteur secondaire"",67,262,41,221,226,21,205"
"2021,""6154 Port-Valais"",""Secteur tertiaire"",239,840,411,429,609,253,356"
"2021,""6155 Saint-Gingolph"",""Secteur économique - total"",73,153,67,86,115,42,73"
"2021,""6155 Saint-Gingolph"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""6155 Saint-Gingolph"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""6155 Saint-Gingolph"",""Secteur tertiaire"",57,125,X,X,92,X,X"
"2021,""6156 Troistorrents"",""Secteur économique - total"",346,929,473,456,677,289,387"
"2021,""6156 Troistorrents"",""Secteur primaire"",20,47,13,34,27,6,22"
"2021,""6156 Troistorrents"",""Secteur secondaire"",70,220,36,184,194,23,172"
"2021,""6156 Troistorrents"",""Secteur tertiaire"",256,662,424,238,455,261,194"
"2021,""6157 Val-d'Illiez"",""Secteur économique - total"",210,606,242,364,437,143,293"
"2021,""6157 Val-d'Illiez"",""Secteur primaire"",39,95,25,70,55,10,45"
"2021,""6157 Val-d'Illiez"",""Secteur secondaire"",47,104,13,91,91,7,84"
"2021,""6157 Val-d'Illiez"",""Secteur tertiaire"",124,407,204,203,291,127,163"
"2021,""6158 Vionnaz"",""Secteur économique - total"",187,975,358,617,829,252,578"
"2021,""6158 Vionnaz"",""Secteur primaire"",10,40,12,28,34,9,25"
"2021,""6158 Vionnaz"",""Secteur secondaire"",38,535,149,386,495,122,373"
"2021,""6158 Vionnaz"",""Secteur tertiaire"",139,400,197,203,300,121,179"
