"Année,""Commune"",""Secteur économique"",""Etablissements"",""Emplois"",""Emplois femmes"",""Emplois hommes"",""Equivalents plein temps"",""Equivalents plein temps femmes"",""Equivalents plein temps hommes"""
"2021,""2869 Zunzgen"",""Secteur économique - total"",129,541,262,279,373,150,223"
"2021,""2869 Zunzgen"",""Secteur primaire"",14,92,49,43,52,24,28"
"2021,""2869 Zunzgen"",""Secteur secondaire"",25,130,19,111,109,12,97"
"2021,""2869 Zunzgen"",""Secteur tertiaire"",90,319,194,125,212,114,98"
"2021,""2881 Arboldswil"",""Secteur économique - total"",35,90,45,45,57,25,32"
"2021,""2881 Arboldswil"",""Secteur primaire"",8,17,X,X,9,X,X"
"2021,""2881 Arboldswil"",""Secteur secondaire"",5,8,X,X,6,X,X"
"2021,""2881 Arboldswil"",""Secteur tertiaire"",22,65,37,28,41,20,21"
"2021,""2882 Bennwil"",""Secteur économique - total"",62,196,62,134,146,32,114"
"2021,""2882 Bennwil"",""Secteur primaire"",18,43,13,30,27,5,22"
"2021,""2882 Bennwil"",""Secteur secondaire"",13,94,13,81,87,10,77"
"2021,""2882 Bennwil"",""Secteur tertiaire"",31,59,36,23,32,17,15"
"2021,""2883 Bretzwil"",""Secteur économique - total"",74,178,82,96,111,41,70"
"2021,""2883 Bretzwil"",""Secteur primaire"",26,68,X,X,39,X,X"
"2021,""2883 Bretzwil"",""Secteur secondaire"",8,24,X,X,21,X,X"
"2021,""2883 Bretzwil"",""Secteur tertiaire"",40,86,49,37,51,26,25"
"2021,""2884 Diegten"",""Secteur économique - total"",125,464,186,278,319,104,215"
"2021,""2884 Diegten"",""Secteur primaire"",29,121,43,78,74,22,52"
"2021,""2884 Diegten"",""Secteur secondaire"",24,106,17,89,88,9,79"
"2021,""2884 Diegten"",""Secteur tertiaire"",72,237,126,111,157,73,85"
"2021,""2885 Eptingen"",""Secteur économique - total"",67,334,80,254,256,45,212"
"2021,""2885 Eptingen"",""Secteur primaire"",27,73,23,50,43,10,33"
"2021,""2885 Eptingen"",""Secteur secondaire"",11,82,10,72,70,6,64"
"2021,""2885 Eptingen"",""Secteur tertiaire"",29,179,47,132,143,28,115"
"2021,""2886 Hölstein"",""Secteur économique - total"",146,917,353,564,734,240,495"
"2021,""2886 Hölstein"",""Secteur primaire"",11,31,13,18,20,7,13"
"2021,""2886 Hölstein"",""Secteur secondaire"",37,517,162,355,456,124,332"
"2021,""2886 Hölstein"",""Secteur tertiaire"",98,369,178,191,259,110,149"
"2021,""2887 Lampenberg"",""Secteur économique - total"",33,69,40,29,35,17,19"
"2021,""2887 Lampenberg"",""Secteur primaire"",9,21,X,X,X,X,X"
"2021,""2887 Lampenberg"",""Secteur secondaire"",4,5,X,X,X,X,X"
"2021,""2887 Lampenberg"",""Secteur tertiaire"",20,43,X,X,21,X,X"
"2021,""2888 Langenbruck"",""Secteur économique - total"",83,371,178,193,241,97,144"
"2021,""2888 Langenbruck"",""Secteur primaire"",28,71,X,X,47,X,X"
"2021,""2888 Langenbruck"",""Secteur secondaire"",10,30,X,X,26,X,X"
"2021,""2888 Langenbruck"",""Secteur tertiaire"",45,270,149,121,168,83,86"
"2021,""2889 Lauwil"",""Secteur économique - total"",26,84,37,47,56,18,38"
"2021,""2889 Lauwil"",""Secteur primaire"",9,24,X,X,14,X,X"
"2021,""2889 Lauwil"",""Secteur secondaire"",5,25,X,X,22,X,X"
"2021,""2889 Lauwil"",""Secteur tertiaire"",12,35,22,13,20,10,10"
"2021,""2890 Liedertswil"",""Secteur économique - total"",13,91,22,69,81,16,65"
"2021,""2890 Liedertswil"",""Secteur primaire"",X,7,X,X,6,X,X"
"2021,""2890 Liedertswil"",""Secteur secondaire"",X,53,X,X,50,X,X"
"2021,""2890 Liedertswil"",""Secteur tertiaire"",7,31,13,18,25,10,16"
"2021,""2891 Niederdorf"",""Secteur économique - total"",121,866,424,442,655,265,390"
"2021,""2891 Niederdorf"",""Secteur primaire"",11,29,11,18,21,6,15"
"2021,""2891 Niederdorf"",""Secteur secondaire"",31,254,46,208,227,27,200"
"2021,""2891 Niederdorf"",""Secteur tertiaire"",79,583,367,216,408,232,176"
"2021,""2892 Oberdorf (BL)"",""Secteur économique - total"",147,849,409,440,649,261,388"
"2021,""2892 Oberdorf (BL)"",""Secteur primaire"",11,25,8,17,17,5,13"
"2021,""2892 Oberdorf (BL)"",""Secteur secondaire"",25,249,81,168,220,61,159"
"2021,""2892 Oberdorf (BL)"",""Secteur tertiaire"",111,575,320,255,412,196,216"
"2021,""2893 Reigoldswil"",""Secteur économique - total"",135,521,283,238,357,169,188"
"2021,""2893 Reigoldswil"",""Secteur primaire"",24,70,22,48,42,12,30"
"2021,""2893 Reigoldswil"",""Secteur secondaire"",25,90,20,70,74,12,62"
"2021,""2893 Reigoldswil"",""Secteur tertiaire"",86,361,241,120,241,145,96"
"2021,""2894 Titterten"",""Secteur économique - total"",39,133,44,89,82,21,61"
"2021,""2894 Titterten"",""Secteur primaire"",10,28,X,X,16,X,X"
"2021,""2894 Titterten"",""Secteur secondaire"",5,17,X,X,15,X,X"
"2021,""2894 Titterten"",""Secteur tertiaire"",24,88,32,56,51,16,35"
"2021,""2895 Waldenburg"",""Secteur économique - total"",77,357,127,230,281,82,198"
"2021,""2895 Waldenburg"",""Secteur primaire"",9,39,10,29,24,5,19"
"2021,""2895 Waldenburg"",""Secteur secondaire"",16,208,59,149,187,45,141"
"2021,""2895 Waldenburg"",""Secteur tertiaire"",52,110,58,52,70,31,38"
"2021,""2901 Gächlingen"",""Secteur économique - total"",69,220,81,139,138,40,98"
"2021,""2901 Gächlingen"",""Secteur primaire"",21,78,25,53,46,11,35"
"2021,""2901 Gächlingen"",""Secteur secondaire"",10,36,13,23,28,8,20"
"2021,""2901 Gächlingen"",""Secteur tertiaire"",38,106,43,63,64,21,43"
"2021,""2903 Löhningen"",""Secteur économique - total"",92,309,142,167,211,69,141"
"2021,""2903 Löhningen"",""Secteur primaire"",18,61,24,37,35,9,26"
"2021,""2903 Löhningen"",""Secteur secondaire"",18,113,23,90,102,14,88"
"2021,""2903 Löhningen"",""Secteur tertiaire"",56,135,95,40,74,47,27"
"2021,""2904 Neunkirch"",""Secteur économique - total"",176,924,402,522,713,246,467"
"2021,""2904 Neunkirch"",""Secteur primaire"",20,68,21,47,55,14,41"
"2021,""2904 Neunkirch"",""Secteur secondaire"",32,334,53,281,306,37,269"
"2021,""2904 Neunkirch"",""Secteur tertiaire"",124,522,328,194,352,195,158"
"2021,""2914 Büttenhardt"",""Secteur économique - total"",24,89,37,52,52,14,38"
"2021,""2914 Büttenhardt"",""Secteur primaire"",X,38,X,X,18,X,X"
"2021,""2914 Büttenhardt"",""Secteur secondaire"",X,22,X,X,20,X,X"
"2021,""2914 Büttenhardt"",""Secteur tertiaire"",12,29,X,X,15,X,X"
"2021,""2915 Dörflingen"",""Secteur économique - total"",73,241,85,156,166,40,126"
"2021,""2915 Dörflingen"",""Secteur primaire"",18,54,21,33,39,12,27"
"2021,""2915 Dörflingen"",""Secteur secondaire"",11,75,7,68,70,5,66"
"2021,""2915 Dörflingen"",""Secteur tertiaire"",44,112,57,55,57,23,34"
"2021,""2917 Lohn (SH)"",""Secteur économique - total"",55,164,69,95,97,29,69"
"2021,""2917 Lohn (SH)"",""Secteur primaire"",6,20,X,X,10,X,X"
"2021,""2917 Lohn (SH)"",""Secteur secondaire"",12,56,X,X,46,X,X"
"2021,""2917 Lohn (SH)"",""Secteur tertiaire"",37,88,53,35,41,23,19"
"2021,""2919 Stetten (SH)"",""Secteur économique - total"",60,178,103,75,121,59,62"
"2021,""2919 Stetten (SH)"",""Secteur primaire"",8,21,X,X,13,X,X"
"2021,""2919 Stetten (SH)"",""Secteur secondaire"",6,11,0,11,10,0,10"
"2021,""2919 Stetten (SH)"",""Secteur tertiaire"",46,146,X,X,98,X,X"
"2021,""2920 Thayngen"",""Secteur économique - total"",443,2576,1109,1467,2069,756,1313"
"2021,""2920 Thayngen"",""Secteur primaire"",57,176,65,111,118,34,84"
"2021,""2920 Thayngen"",""Secteur secondaire"",79,799,254,545,719,197,522"
"2021,""2920 Thayngen"",""Secteur tertiaire"",307,1601,790,811,1232,525,707"
"2021,""2931 Bargen (SH)"",""Secteur économique - total"",32,83,39,44,57,22,34"
"2021,""2931 Bargen (SH)"",""Secteur primaire"",9,25,X,X,16,X,X"
"2021,""2931 Bargen (SH)"",""Secteur secondaire"",4,12,X,X,8,X,X"
"2021,""2931 Bargen (SH)"",""Secteur tertiaire"",19,46,27,19,32,17,15"
"2021,""2932 Beringen"",""Secteur économique - total"",282,2527,873,1654,2138,590,1548"
"2021,""2932 Beringen"",""Secteur primaire"",22,60,23,37,38,9,29"
"2021,""2932 Beringen"",""Secteur secondaire"",65,1539,319,1220,1428,255,1173"
"2021,""2932 Beringen"",""Secteur tertiaire"",195,928,531,397,672,326,346"
"2021,""2933 Buchberg"",""Secteur économique - total"",85,264,123,141,175,63,112"
"2021,""2933 Buchberg"",""Secteur primaire"",23,57,21,36,31,10,22"
"2021,""2933 Buchberg"",""Secteur secondaire"",7,58,15,43,50,9,42"
"2021,""2933 Buchberg"",""Secteur tertiaire"",55,149,87,62,93,44,48"
"2021,""2936 Merishausen"",""Secteur économique - total"",63,189,76,113,130,41,89"
"2021,""2936 Merishausen"",""Secteur primaire"",10,34,12,22,19,6,14"
"2021,""2936 Merishausen"",""Secteur secondaire"",9,46,11,35,38,6,32"
"2021,""2936 Merishausen"",""Secteur tertiaire"",44,109,53,56,72,29,44"
"2021,""2937 Neuhausen am Rheinfall"",""Secteur économique - total"",699,5607,2461,3146,4422,1637,2785"
"2021,""2937 Neuhausen am Rheinfall"",""Secteur primaire"",7,40,16,24,22,8,15"
"2021,""2937 Neuhausen am Rheinfall"",""Secteur secondaire"",121,1506,437,1069,1383,349,1034"
"2021,""2937 Neuhausen am Rheinfall"",""Secteur tertiaire"",571,4061,2008,2053,3016,1281,1736"
"2021,""2938 Rüdlingen"",""Secteur économique - total"",70,210,98,112,133,45,88"
"2021,""2938 Rüdlingen"",""Secteur primaire"",15,47,13,34,31,6,25"
"2021,""2938 Rüdlingen"",""Secteur secondaire"",14,46,11,35,38,6,32"
"2021,""2938 Rüdlingen"",""Secteur tertiaire"",41,117,74,43,63,32,31"
"2021,""2939 Schaffhausen"",""Secteur économique - total"",3072,27991,14084,13907,21762,9461,12301"
"2021,""2939 Schaffhausen"",""Secteur primaire"",28,100,21,79,75,9,66"
"2021,""2939 Schaffhausen"",""Secteur secondaire"",348,6674,2153,4521,6208,1816,4392"
"2021,""2939 Schaffhausen"",""Secteur tertiaire"",2696,21217,11910,9307,15478,7636,7843"
"2021,""2951 Beggingen"",""Secteur économique - total"",58,136,68,68,80,30,50"
"2021,""2951 Beggingen"",""Secteur primaire"",18,56,X,X,35,X,X"
"2021,""2951 Beggingen"",""Secteur secondaire"",7,17,X,X,13,X,X"
"2021,""2951 Beggingen"",""Secteur tertiaire"",33,63,50,13,33,23,9"
"2021,""2952 Schleitheim"",""Secteur économique - total"",150,686,265,421,539,160,379"
"2021,""2952 Schleitheim"",""Secteur primaire"",33,91,27,64,65,13,52"
"2021,""2952 Schleitheim"",""Secteur secondaire"",36,260,47,213,234,33,200"
"2021,""2952 Schleitheim"",""Secteur tertiaire"",81,335,191,144,241,114,127"
"2021,""2953 Siblingen"",""Secteur économique - total"",71,186,93,93,121,45,76"
"2021,""2953 Siblingen"",""Secteur primaire"",20,51,17,34,31,7,24"
"2021,""2953 Siblingen"",""Secteur secondaire"",10,36,7,29,32,4,27"
"2021,""2953 Siblingen"",""Secteur tertiaire"",41,99,69,30,58,33,25"
"2021,""2961 Buch (SH)"",""Secteur économique - total"",28,73,23,50,42,11,31"
"2021,""2961 Buch (SH)"",""Secteur primaire"",8,21,X,X,14,X,X"
"2021,""2961 Buch (SH)"",""Secteur secondaire"",5,7,X,X,6,X,X"
"2021,""2961 Buch (SH)"",""Secteur tertiaire"",15,45,16,29,23,7,15"
"2021,""2962 Hemishofen"",""Secteur économique - total"",45,120,49,71,82,25,57"
"2021,""2962 Hemishofen"",""Secteur primaire"",10,55,X,X,45,X,X"
"2021,""2962 Hemishofen"",""Secteur secondaire"",9,11,X,X,8,X,X"
"2021,""2962 Hemishofen"",""Secteur tertiaire"",26,54,X,X,29,X,X"
"2021,""2963 Ramsen"",""Secteur économique - total"",145,760,327,433,598,224,374"
"2021,""2963 Ramsen"",""Secteur primaire"",30,89,34,55,65,22,43"
"2021,""2963 Ramsen"",""Secteur secondaire"",29,184,36,148,165,24,140"
"2021,""2963 Ramsen"",""Secteur tertiaire"",86,487,257,230,368,177,190"
"2021,""2964 Stein am Rhein"",""Secteur économique - total"",327,1784,835,949,1369,533,837"
"2021,""2964 Stein am Rhein"",""Secteur primaire"",12,31,13,18,18,6,12"
"2021,""2964 Stein am Rhein"",""Secteur secondaire"",45,562,119,443,521,90,430"
"2021,""2964 Stein am Rhein"",""Secteur tertiaire"",270,1191,703,488,830,436,394"
"2021,""2971 Hallau"",""Secteur économique - total"",209,983,439,544,683,241,442"
"2021,""2971 Hallau"",""Secteur primaire"",47,221,91,130,119,36,83"
"2021,""2971 Hallau"",""Secteur secondaire"",45,396,122,274,333,83,249"
"2021,""2971 Hallau"",""Secteur tertiaire"",117,366,226,140,231,122,110"
"2021,""2972 Oberhallau"",""Secteur économique - total"",49,131,62,69,87,37,50"
"2021,""2972 Oberhallau"",""Secteur primaire"",26,82,34,48,55,22,34"
"2021,""2972 Oberhallau"",""Secteur secondaire"",6,11,X,X,10,X,X"
"2021,""2972 Oberhallau"",""Secteur tertiaire"",17,38,X,X,22,X,X"
"2021,""2973 Trasadingen"",""Secteur économique - total"",62,245,133,112,161,79,82"
"2021,""2973 Trasadingen"",""Secteur primaire"",20,54,22,32,30,8,23"
"2021,""2973 Trasadingen"",""Secteur secondaire"",4,96,58,38,80,44,36"
"2021,""2973 Trasadingen"",""Secteur tertiaire"",38,95,53,42,51,27,24"
"2021,""2974 Wilchingen"",""Secteur économique - total"",175,882,416,466,626,234,391"
"2021,""2974 Wilchingen"",""Secteur primaire"",60,195,89,106,107,38,68"
"2021,""2974 Wilchingen"",""Secteur secondaire"",34,268,45,223,233,24,209"
"2021,""2974 Wilchingen"",""Secteur tertiaire"",81,419,282,137,286,172,114"
"2021,""3001 Herisau"",""Secteur économique - total"",1394,10028,4564,5464,7810,2929,4881"
"2021,""3001 Herisau"",""Secteur primaire"",81,221,96,125,143,47,96"
"2021,""3001 Herisau"",""Secteur secondaire"",245,3030,773,2257,2799,617,2182"
"2021,""3001 Herisau"",""Secteur tertiaire"",1068,6777,3695,3082,4868,2265,2603"
"2021,""3002 Hundwil"",""Secteur économique - total"",117,561,301,260,391,177,215"
"2021,""3002 Hundwil"",""Secteur primaire"",58,151,56,95,101,30,71"
"2021,""3002 Hundwil"",""Secteur secondaire"",15,51,9,42,45,5,40"
"2021,""3002 Hundwil"",""Secteur tertiaire"",44,359,236,123,246,143,103"
"2021,""3003 Schönengrund"",""Secteur économique - total"",48,156,74,82,116,44,72"
"2021,""3003 Schönengrund"",""Secteur primaire"",19,44,X,X,32,X,X"
"2021,""3003 Schönengrund"",""Secteur secondaire"",9,20,X,X,17,X,X"
"2021,""3003 Schönengrund"",""Secteur tertiaire"",20,92,55,37,67,34,33"
"2021,""3004 Schwellbrunn"",""Secteur économique - total"",164,594,278,316,430,158,272"
"2021,""3004 Schwellbrunn"",""Secteur primaire"",65,149,61,88,99,31,68"
"2021,""3004 Schwellbrunn"",""Secteur secondaire"",20,129,13,116,119,9,111"
"2021,""3004 Schwellbrunn"",""Secteur tertiaire"",79,316,204,112,212,118,94"
"2021,""3005 Stein (AR)"",""Secteur économique - total"",132,504,234,270,372,138,235"
"2021,""3005 Stein (AR)"",""Secteur primaire"",37,84,29,55,60,17,42"
"2021,""3005 Stein (AR)"",""Secteur secondaire"",28,135,18,117,120,10,110"
"2021,""3005 Stein (AR)"",""Secteur tertiaire"",67,285,187,98,193,110,82"
"2021,""3006 Urnäsch"",""Secteur économique - total"",225,1026,506,520,735,296,438"
"2021,""3006 Urnäsch"",""Secteur primaire"",86,213,76,137,149,45,103"
"2021,""3006 Urnäsch"",""Secteur secondaire"",45,249,61,188,210,38,172"
"2021,""3006 Urnäsch"",""Secteur tertiaire"",94,564,369,195,376,213,164"
"2021,""3007 Waldstatt"",""Secteur économique - total"",149,1003,379,624,811,242,569"
"2021,""3007 Waldstatt"",""Secteur primaire"",25,56,22,34,36,11,25"
"2021,""3007 Waldstatt"",""Secteur secondaire"",30,594,114,480,550,87,463"
"2021,""3007 Waldstatt"",""Secteur tertiaire"",94,353,243,110,225,144,81"
"2021,""3021 Bühler"",""Secteur économique - total"",157,765,351,414,580,213,367"
"2021,""3021 Bühler"",""Secteur primaire"",21,49,19,30,28,8,20"
"2021,""3021 Bühler"",""Secteur secondaire"",36,354,107,247,311,78,233"
"2021,""3021 Bühler"",""Secteur tertiaire"",100,362,225,137,241,128,113"
"2021,""3022 Gais"",""Secteur économique - total"",296,1378,754,624,951,431,520"
"2021,""3022 Gais"",""Secteur primaire"",41,102,35,67,76,19,57"
"2021,""3022 Gais"",""Secteur secondaire"",46,313,57,256,267,32,235"
"2021,""3022 Gais"",""Secteur tertiaire"",209,963,662,301,607,380,228"
"2021,""3023 Speicher"",""Secteur économique - total"",314,1417,812,605,1018,509,509"
"2021,""3023 Speicher"",""Secteur primaire"",22,54,21,33,37,10,27"
"2021,""3023 Speicher"",""Secteur secondaire"",53,234,80,154,206,61,145"
"2021,""3023 Speicher"",""Secteur tertiaire"",239,1129,711,418,775,438,338"
"2021,""3024 Teufen (AR)"",""Secteur économique - total"",666,2868,1471,1397,2086,906,1180"
"2021,""3024 Teufen (AR)"",""Secteur primaire"",54,122,36,86,74,15,59"
"2021,""3024 Teufen (AR)"",""Secteur secondaire"",78,548,158,390,484,113,371"
"2021,""3024 Teufen (AR)"",""Secteur tertiaire"",534,2198,1277,921,1527,778,750"
"2021,""3025 Trogen"",""Secteur économique - total"",189,962,478,484,700,296,403"
"2021,""3025 Trogen"",""Secteur primaire"",23,52,18,34,35,8,27"
"2021,""3025 Trogen"",""Secteur secondaire"",30,171,32,139,148,20,128"
"2021,""3025 Trogen"",""Secteur tertiaire"",136,739,428,311,517,268,249"
"2021,""3031 Grub (AR)"",""Secteur économique - total"",75,272,158,114,184,92,92"
"2021,""3031 Grub (AR)"",""Secteur primaire"",16,43,18,25,28,12,16"
"2021,""3031 Grub (AR)"",""Secteur secondaire"",15,38,8,30,34,5,29"
"2021,""3031 Grub (AR)"",""Secteur tertiaire"",44,191,132,59,122,75,47"
"2021,""3032 Heiden"",""Secteur économique - total"",360,2714,1337,1377,2100,885,1215"
"2021,""3032 Heiden"",""Secteur primaire"",32,79,26,53,53,17,36"
"2021,""3032 Heiden"",""Secteur secondaire"",42,832,204,628,768,164,604"
"2021,""3032 Heiden"",""Secteur tertiaire"",286,1803,1107,696,1279,704,575"
"2021,""3033 Lutzenberg"",""Secteur économique - total"",122,316,153,163,218,89,129"
"2021,""3033 Lutzenberg"",""Secteur primaire"",14,28,9,19,15,4,10"
"2021,""3033 Lutzenberg"",""Secteur secondaire"",21,49,16,33,36,7,30"
"2021,""3033 Lutzenberg"",""Secteur tertiaire"",87,239,128,111,167,78,89"
"2021,""3034 Rehetobel"",""Secteur économique - total"",148,538,326,212,369,196,172"
"2021,""3034 Rehetobel"",""Secteur primaire"",22,47,19,28,29,10,19"
"2021,""3034 Rehetobel"",""Secteur secondaire"",34,94,31,63,75,17,58"
"2021,""3034 Rehetobel"",""Secteur tertiaire"",92,397,276,121,264,170,95"
"2021,""3035 Reute (AR)"",""Secteur économique - total"",63,207,123,84,139,74,65"
"2021,""3035 Reute (AR)"",""Secteur primaire"",13,25,8,17,15,4,11"
"2021,""3035 Reute (AR)"",""Secteur secondaire"",13,43,16,27,35,11,25"
"2021,""3035 Reute (AR)"",""Secteur tertiaire"",37,139,99,40,89,59,30"
"2021,""3036 Wald (AR)"",""Secteur économique - total"",92,311,113,198,234,64,170"
"2021,""3036 Wald (AR)"",""Secteur primaire"",25,58,22,36,41,12,28"
"2021,""3036 Wald (AR)"",""Secteur secondaire"",19,133,15,118,122,10,112"
"2021,""3036 Wald (AR)"",""Secteur tertiaire"",48,120,76,44,71,42,30"
"2021,""3037 Walzenhausen"",""Secteur économique - total"",191,1029,478,551,754,289,465"
"2021,""3037 Walzenhausen"",""Secteur primaire"",19,46,15,31,26,6,21"
"2021,""3037 Walzenhausen"",""Secteur secondaire"",45,332,93,239,298,72,226"
"2021,""3037 Walzenhausen"",""Secteur tertiaire"",127,651,370,281,430,211,219"
"2021,""3038 Wolfhalden"",""Secteur économique - total"",163,631,281,350,484,178,306"
"2021,""3038 Wolfhalden"",""Secteur primaire"",23,52,19,33,31,8,23"
"2021,""3038 Wolfhalden"",""Secteur secondaire"",29,304,102,202,272,77,195"
"2021,""3038 Wolfhalden"",""Secteur tertiaire"",111,275,160,115,181,92,89"
"2021,""3101 Appenzell"",""Secteur économique - total"",756,4738,2177,2561,3574,1331,2243"
"2021,""3101 Appenzell"",""Secteur primaire"",74,183,63,120,119,30,89"
"2021,""3101 Appenzell"",""Secteur secondaire"",122,1468,406,1062,1289,290,999"
"2021,""3101 Appenzell"",""Secteur tertiaire"",560,3087,1708,1379,2165,1011,1155"
"2021,""3102 Gonten"",""Secteur économique - total"",181,758,383,375,521,224,297"
"2021,""3102 Gonten"",""Secteur primaire"",75,176,63,113,122,36,86"
"2021,""3102 Gonten"",""Secteur secondaire"",29,185,72,113,153,47,106"
"2021,""3102 Gonten"",""Secteur tertiaire"",77,397,248,149,247,141,106"
"2021,""3103 Rüte"",""Secteur économique - total"",344,1385,643,742,1022,397,625"
"2021,""3103 Rüte"",""Secteur primaire"",119,272,91,181,182,45,137"
"2021,""3103 Rüte"",""Secteur secondaire"",52,513,192,321,436,137,299"
"2021,""3103 Rüte"",""Secteur tertiaire"",173,600,360,240,404,215,189"
"2021,""3104 Schlatt-Haslen"",""Secteur économique - total"",156,400,170,230,273,89,184"
"2021,""3104 Schlatt-Haslen"",""Secteur primaire"",89,193,67,126,124,32,92"
"2021,""3104 Schlatt-Haslen"",""Secteur secondaire"",21,71,15,56,62,9,52"
"2021,""3104 Schlatt-Haslen"",""Secteur tertiaire"",46,136,88,48,88,48,40"
"2021,""3105 Schwende"",""Secteur économique - total"",238,1200,631,569,856,398,457"
"2021,""3105 Schwende"",""Secteur primaire"",42,105,38,67,64,22,43"
"2021,""3105 Schwende"",""Secteur secondaire"",30,199,60,139,153,32,121"
"2021,""3105 Schwende"",""Secteur tertiaire"",166,896,533,363,639,344,294"
"2021,""3111 Oberegg"",""Secteur économique - total"",180,739,264,475,566,147,418"
"2021,""3111 Oberegg"",""Secteur primaire"",49,110,46,64,72,22,50"
"2021,""3111 Oberegg"",""Secteur secondaire"",43,355,64,291,314,37,277"
"2021,""3111 Oberegg"",""Secteur tertiaire"",88,274,154,120,180,89,91"
"2021,""3201 Häggenschwil"",""Secteur économique - total"",109,359,134,225,262,71,191"
"2021,""3201 Häggenschwil"",""Secteur primaire"",39,111,38,73,81,20,61"
"2021,""3201 Häggenschwil"",""Secteur secondaire"",16,96,17,79,86,11,75"
"2021,""3201 Häggenschwil"",""Secteur tertiaire"",54,152,79,73,95,40,55"
"2021,""3202 Muolen"",""Secteur économique - total"",118,417,150,267,311,81,229"
"2021,""3202 Muolen"",""Secteur primaire"",53,134,40,94,91,19,72"
"2021,""3202 Muolen"",""Secteur secondaire"",22,72,22,50,55,11,44"
"2021,""3202 Muolen"",""Secteur tertiaire"",43,211,88,123,164,52,113"
"2021,""3203 St. Gallen"",""Secteur économique - total"",7174,86366,42978,43388,63167,27068,36099"
"2021,""3203 St. Gallen"",""Secteur primaire"",59,159,53,106,107,27,80"
"2021,""3203 St. Gallen"",""Secteur secondaire"",786,11794,2857,8937,10859,2226,8633"
